id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
DTP	Date Or Time Or Period	H	O	0	999999	2
NM1	Individual Or Organizational Name	H	O	999999	1	3
N3	Party Location	H	O	0	2	4
N4	Geographic Location	H	O	0	1	5
REF	Reference Information	H	O	0	9	6
PER	Administrative Communications Contact	H	O	0	3	7
N1	Party Identification	D	M	999999	1	8
N2	Additional Name Information	D	O	0	3	9
N3	Party Location	D	O	0	3	10
N4	Geographic Location	D	O	0	1	11
N9	Extended Reference Information	D	O	0	999999	12
DTM	Date/Time Reference	D	O	0	999999	13
ENT	Entity	D	M	999999	1	14
ASI	Action Or Status Indicator	D	M	0	1	15
DTP	Date Or Time Or Period	D	O	0	999999	16
YNQ	Yes/No Question	D	O	0	999999	17
REF	Reference Information	D	O	0	999999	18
DMG	Demographic Information	D	O	0	1	19
DMA	Additional Demographic Information	D	O	0	1	20
AM1	Informational Values	D	O	0	999999	21
AMT	Monetary Amount Information	D	O	0	1	22
MSG	Message Text	D	O	0	999999	23
NM1	Individual Or Organizational Name	D	O	999999	1	24
N2	Additional Name Information	D	O	0	3	25
EMS	Employment Position	D	O	0	1	26
DTP	Date Or Time Or Period	D	O	0	999999	27
N9	Extended Reference Information	D	O	999999	1	28
AM1	Informational Values	D	O	0	1	29
N3	Party Location	D	O	999999	1	30
N4	Geographic Location	D	O	0	1	31
COM	Communication Contact Information	D	O	0	9	32
DTP	Date Or Time Or Period	D	O	0	999999	33
LX	Transaction Set Line Number	D	O	999999	1	34
N9	Extended Reference Information	D	O	0	1	35
N4	Geographic Location	D	O	0	999999	36
DTP	Date Or Time Or Period	D	O	0	999999	37
REF	Reference Information	D	O	999999	1	38
NM1	Individual Or Organizational Name	D	O	0	1	39
UC	Underwriting Category	D	O	999999	1	40
III	Information	D	O	0	999999	41
EMS	Employment Position	D	O	0	1	42
NM1	Individual Or Organizational Name	D	O	0	1	43
N3	Party Location	D	O	0	3	44
N4	Geographic Location	D	O	0	1	45
PER	Administrative Communications Contact	D	O	0	9	46
DTP	Date Or Time Or Period	D	O	0	999999	47
CDS	Case Description	D	O	0	1	48
CED	Administration Of Justice Event Description	D	O	0	999999	49
TST	Test Score Record	D	O	0	1	50
SRE	Test Scores	D	O	0	1	51
MSG	Message Text	D	O	0	999999	52
LIC	License Information	D	O	999999	1	53
DTP	Date Or Time Or Period	D	O	0	999999	54
AM1	Informational Values	D	O	0	999999	55
LIN	Item Identification	D	O	999999	1	56
DTP	Date Or Time Or Period	D	O	0	999999	57
ACT	Account Identification	D	O	999999	1	58
SPA	Status Of Product Or Activity	D	O	999999	1	59
N4	Geographic Location	D	O	0	1	60
DTP	Date Or Time Or Period	D	O	0	999999	61
YNQ	Yes/No Question	D	O	0	1	62
AM1	Informational Values	D	O	0	999999	63
REF	Reference Information	D	O	0	3	64
MSG	Message Text	D	O	0	999999	65
LIN	Item Identification	D	O	999999	1	66
DTP	Date Or Time Or Period	D	O	0	999999	67
PWK	Paperwork	D	O	999999	1	68
NM1	Individual Or Organizational Name	D	O	0	1	69
N4	Geographic Location	D	O	0	1	70
DTP	Date Or Time Or Period	D	O	0	999999	71
EFI	Electronic Format Identification	D	O	999999	1	72
BIN	Binary Data Segment	D	M	0	1	73
