id	description	section	req	max_loop	max_usage	pos
B2	Beginning Segment For Shipment Information Transaction	H	M	0	1	1
B2A	Set Purpose	H	O	0	1	2
Y6	Authentication	H	O	0	2	3
G1	Shipment Type Information	H	O	0	1	4
G2	Beyond Routing	H	O	0	1	5
G3	Compensation Information	H	O	0	1	6
N9	Extended Reference Information	H	O	0	100	7
YNQ	Yes/No Question	H	O	0	10	8
V1	Vessel Identification	H	O	0	2	9
V3	Vessel Schedule	H	O	0	1	10
M0	Letter Of Credit Reference	H	O	0	1	11
CUR	Currency	H	O	0	1	12
M1	Insurance	H	O	5	1	13
CUR	Currency	H	O	0	1	14
M2	Sales/Delivery Terms	H	O	0	1	15
C2	Bank Id	H	O	0	1	16
ITD	Terms Of Sale/Deferred Terms Of Sale	H	O	0	1	17
DTM	Date/Time Reference	H	O	0	20	18
N1	Party Identification	H	O	100	1	19
N2	Additional Name Information	H	O	0	2	20
N3	Party Location	H	O	0	2	21
N4	Geographic Location	H	O	0	1	22
G61	Contact	H	O	0	3	23
R4	Port Or Terminal	H	O	20	1	24
DTM	Date/Time Reference	H	O	0	15	25
R2A	Route Information With Preference	H	O	0	25	26
R2	Route Information	H	O	0	13	27
K1	Remarks	H	O	0	12	28
L11	Business Instructions And Reference Number	H	O	0	99	29
H3	Special Handling Instructions	H	O	0	6	30
L5	Description, Marks And Numbers	H	O	0	999	31
X1	Export License	H	O	0	25	32
X2	Import License	H	O	0	5	33
C8	Certifications And Clauses	H	O	20	1	34
C8C	Certifications Clauses Continuation	H	O	0	5	35
SUP	Supplementary Information	H	O	0	10	36
LX	Transaction Set Line Number	D	O	999	1	37
Y2	Container Details	D	O	0	10	38
N7	Equipment Details	D	O	999	1	39
QTY	Quantity Information	D	O	0	1	40
L4	Measurement	D	O	0	1	41
N12	Equipment Environment	D	O	0	1	42
M7	Seal Numbers	D	O	0	5	43
M7A	Seal Number Replacement	D	O	0	100	44
W09	Equipment And Temperature	D	O	0	1	45
