id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
BLR	Transportation Carrier Identification	H	M	0	1	2
TFR	Tariff Restrictions	H	O	0	1	3
CUR	Currency	H	O	0	1	4
G62	Date/Time	H	O	0	10	5
AT5	Bill Of Lading Handling Requirements	H	O	0	99	6
PR	Product (Commodity)	H	O	0	99	7
LC1	Lane Commitments	H	O	0	1	8
MI1	Mileage Source	H	O	0	1	9
MCT	Tariff Accessorial Charges	H	O	0	999	10
MS2	Equipment Or Container Owner And Type	H	O	1	1	11
AT9	Trailer Or Container Dimension And Weight	H	O	0	1	12
TF	Tariff Information	H	O	1	1	13
TS	Tariff Section	H	O	0	1	14
N1	Party Identification	H	M	10	1	15
N2	Additional Name Information	H	O	0	1	16
N3	Party Location	H	O	0	2	17
N4	Geographic Location	H	O	0	1	18
PER	Administrative Communications Contact	H	O	0	5	19
LX	Transaction Set Line Number	D	M	99999	1	20
GY	Geography	D	O	0	999	21
PR	Product (Commodity)	D	O	0	99	22
TFR	Tariff Restrictions	D	O	0	1	23
CUR	Currency	D	O	0	1	24
AT5	Bill Of Lading Handling Requirements	D	O	0	99	25
MS2	Equipment Or Container Owner And Type	D	O	1	1	26
AT9	Trailer Or Container Dimension And Weight	D	O	0	1	27
TF	Tariff Information	D	O	1	1	28
TS	Tariff Section	D	O	0	1	29
G62	Date/Time	D	O	0	5	30
CA1	Rate Request Identifier	D	M	99999	1	31
GY	Geography	D	O	0	999	32
PR	Product (Commodity)	D	O	0	99	33
LC1	Lane Commitments	D	O	0	1	34
SV	Service Description	D	O	0	1	35
AT5	Bill Of Lading Handling Requirements	D	O	0	99	36
MCT	Tariff Accessorial Charges	D	O	0	999	37
MS2	Equipment Or Container Owner And Type	D	O	1	1	38
AT9	Trailer Or Container Dimension And Weight	D	O	0	1	39
RTT	Freight Rate Information	D	M	999	1	40
TFR	Tariff Restrictions	D	O	0	10	41
TF	Tariff Information	D	O	1	1	42
TS	Tariff Section	D	O	0	1	43
G62	Date/Time	D	O	0	5	44
