id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
DTP	Date Or Time Or Period	H	O	0	1	2
C3	Currency Identifier	H	O	0	1	3
SUP	Supplementary Information	H	O	999999	1	4
MSG	Message Text	H	O	0	999999	5
NM1	Individual Or Organizational Name	H	M	999999	1	6
N2	Additional Name Information	H	O	0	1	7
N3	Party Location	H	O	0	1	8
N4	Geographic Location	H	O	0	1	9
PER	Administrative Communications Contact	H	O	0	999999	10
HL	Hierarchical Level	D	M	999999	1	11
N9	Extended Reference Information	D	O	0	999999	12
K2	Administrative Message	D	O	0	1	13
QTY	Quantity Information	D	O	0	1	14
DTP	Date Or Time Or Period	D	O	0	999999	15
TXI	Tax Information	D	O	0	1	16
LM	Code Source Information	D	O	999999	1	17
SLN	Subline Item Detail	D	M	0	1	18
AMT	Monetary Amount Information	D	O	0	999999	19
DTP	Date Or Time Or Period	D	O	0	999999	20
III	Information	D	O	999999	1	21
AMT	Monetary Amount Information	D	O	0	999999	22
PCT	Percent Amounts	D	O	0	1	23
NM1	Individual Or Organizational Name	D	O	999999	1	24
N2	Additional Name Information	D	O	0	1	25
N3	Party Location	D	O	0	1	26
N4	Geographic Location	D	O	0	1	27
MS1	Equipment, Shipment, Or Real Property Location	D	O	0	1	28
PER	Administrative Communications Contact	D	O	0	999999	29
CID	Characteristic/Class Id	D	O	999999	1	30
MEA	Measurements	D	O	0	999999	31
