id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
DTM	Date/Time Reference	H	O	0	3	2
LQ	Industry Code Identification	H	O	0	1	3
QTY	Quantity Information	H	O	0	3	4
N1	Party Identification	H	M	5	1	5
N2	Additional Name Information	H	O	0	1	6
N3	Party Location	H	O	0	1	7
N4	Geographic Location	H	O	0	1	8
PER	Administrative Communications Contact	H	O	0	1	9
LX	Transaction Set Line Number	H	O	150	1	10
XD	Placement/Pull Data	H	O	0	1	11
N7	Equipment Details	H	O	500	1	12
YNQ	Yes/No Question	H	O	0	10	13
DTM	Date/Time Reference	H	O	0	10	14
XD	Placement/Pull Data	H	O	0	1	15
R2	Route Information	H	O	0	1	16
N1	Party Identification	H	O	0	1	17
N4	Geographic Location	H	O	0	1	18
L5	Description, Marks And Numbers	H	O	0	5	19
D9	Destination Station	H	O	0	1	20
F9	Origin Station	H	O	0	1	21
PER	Administrative Communications Contact	H	O	0	2	22
LH2	Hazardous Classification Information	H	O	0	2	23
LH6	Hazardous Certification	H	O	0	6	24
QTY	Quantity Information	H	O	0	2	25
N9	Extended Reference Information	H	O	0	10	26
LH1	Hazardous Identification Information	H	O	1000	1	27
LH2	Hazardous Classification Information	H	O	0	4	28
LH3	Hazardous Material Shipping Name Information	H	O	0	10	29
LFH	Free-Form Hazardous Material Information	H	O	0	20	30
LEP	Epa Required Data	H	O	0	3	31
LH4	Canadian Dangerous Requirements	H	O	0	4	32
LHT	Transborder Hazardous Requirements	H	O	0	3	33
LHR	Hazardous Material Identifying Reference Numbers	H	O	0	5	34
PER	Administrative Communications Contact	H	O	0	5	35
N1	Party Identification	H	O	10	1	36
N3	Party Location	H	O	0	2	37
N4	Geographic Location	H	O	0	1	38
PER	Administrative Communications Contact	H	O	0	2	39
