id	description	section	req	max_loop	max_usage	pos
EIA	Beginning Segment For Equipment Inquiry Or Advice	H	M	0	1	1
N8	Waybill Reference	H	O	0	10	2
LX	Transaction Set Line Number	H	O	500	1	3
N7	Equipment Details	H	O	0	1	4
H5	Car Service Order	H	O	0	1	5
IC	Intermodal Chassis Equipment	H	O	0	1	6
F9	Origin Station	H	O	0	1	7
D9	Destination Station	H	O	0	1	8
N9	Extended Reference Information	H	O	0	99	9
N1	Party Identification	H	O	0	999999	10
H3	Special Handling Instructions	H	O	0	6	11
L5	Description, Marks And Numbers	H	O	0	15	12
R2	Route Information	H	O	0	13	13
VC	Motor Vehicle Control	H	O	0	36	14
PI	Price Authority Identification	H	O	0	30	15
S1	Stop-Off Name	H	O	12	1	16
S9	Stop-Off Station	H	O	0	1	17
IS1	Estimated Time Of Arrival And Car Scheduling	H	O	1	1	18
ISC	Interline Service Commitment Detail	H	O	0	99	19
IS2	Scheduled Events	H	M	0	99	20
N9	Extended Reference Information	H	M	0	5	21
ER	Rail Event Reporting	H	O	99	1	22
N4	Geographic Location	H	O	0	1	23
NA	Cross-Reference Equipment	H	O	0	1	24
ES	Equipment Status	H	O	0	1	25
