id	description	section	req	max_loop	max_usage	pos
BMA	Beginning Segment For Market Development Fund Allocation	H	M	0	1	1
N1	Party Identification	H	M	0	10	2
G62	Date/Time	H	M	0	1	3
G43	Promotion/Price List Area	H	O	0	1000	4
G95	Performance Requirements	H	O	0	99	5
G61	Contact	H	O	0	3	6
LIN	Item Identification	D	O	9999	1	7
UIT	Unit Detail	D	M	99	1	8
QTY	Quantity Information	D	O	0	2	9
G62	Date/Time	D	O	0	10	10
N1	Party Identification	D	O	999	1	11
AMT	Monetary Amount Information	D	O	0	1	12
G62	Date/Time	D	O	0	10	13
G95	Performance Requirements	D	O	0	5	14
LIN	Item Identification	D	O	9999	1	15
AMT	Monetary Amount Information	D	O	0	1	16
LX	Transaction Set Line Number	D	O	9999	1	17
LIN	Item Identification	D	M	0	1	18
AMT	Monetary Amount Information	D	O	0	1	19
N1	Party Identification	D	O	999	1	20
AMT	Monetary Amount Information	D	O	0	1	21
G62	Date/Time	D	O	0	10	22
