id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
NM1	Individual Or Organizational Name	H	O	0	999999	2
NX1	Property Or Entity Identification	D	M	999999	1	3
N9	Extended Reference Information	D	M	0	999999	4
LM	Code Source Information	D	O	999999	1	5
LQ	Industry Code Identification	D	M	0	1	6
REF	Reference Information	D	O	0	999999	7
DTM	Date/Time Reference	D	O	0	999999	8
DMG	Demographic Information	D	O	0	1	9
DMA	Additional Demographic Information	D	O	0	1	10
DVI	Dynamic Vehicle Information	D	O	0	999999	11
VC1	Vehicle Detail	D	O	0	1	12
VEH	Vehicle Information	D	O	0	1	13
N12	Equipment Environment	D	O	0	1	14
NM1	Individual Or Organizational Name	D	O	999999	1	15
N2	Additional Name Information	D	O	0	2	16
N3	Party Location	D	O	0	999999	17
N4	Geographic Location	D	O	0	1	18
PER	Administrative Communications Contact	D	O	0	1	19
REF	Reference Information	D	O	0	999999	20
MEA	Measurements	D	O	0	999999	21
QTY	Quantity Information	D	O	0	999999	22
LS	Loop Header	D	O	0	1	23
LM	Code Source Information	D	O	999999	1	24
LQ	Industry Code Identification	D	M	0	1	25
YNQ	Yes/No Question	D	O	0	999999	26
REF	Reference Information	D	O	0	1	27
QTY	Quantity Information	D	O	0	1	28
PCT	Percent Amounts	D	O	0	1	29
AMT	Monetary Amount Information	D	O	0	1	30
SPR	Supplier Rating	D	O	0	1	31
SRE	Test Scores	D	O	0	1	32
STA	Statistics	D	O	0	999999	33
MEA	Measurements	D	O	0	1	34
DTM	Date/Time Reference	D	O	0	1	35
NTE	Note/Special Instruction	D	O	0	999999	36
TC2	Commodity	D	O	999999	1	37
H1	Hazardous Material	D	O	0	1	38
PER	Administrative Communications Contact	D	O	0	1	39
N4	Geographic Location	D	O	999999	1	40
REF	Reference Information	D	O	0	999999	41
LE	Loop Trailer	D	O	0	1	42
