id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
N1	Party Identification	H	O	999999	1	2
N2	Additional Name Information	H	O	0	2	3
N3	Party Location	H	O	0	2	4
N4	Geographic Location	H	O	0	1	5
REF	Reference Information	H	O	0	12	6
PER	Administrative Communications Contact	H	O	0	3	7
DTM	Date/Time Reference	H	O	0	1	8
LIN	Item Identification	D	M	999999	1	9
UIT	Unit Detail	D	O	0	1	10
CUR	Currency	D	O	0	1	11
CRD	Content Reporting Detail	D	O	0	1	12
DTP	Date Or Time Or Period	D	O	0	10	13
CRV	Product Origin Reference	D	O	0	1	14
YNQ	Yes/No Question	D	O	10	1	15
REF	Reference Information	D	O	0	12	16
DTM	Date/Time Reference	D	O	0	1	17
N1	Party Identification	D	O	999999	1	18
N2	Additional Name Information	D	O	0	2	19
N3	Party Location	D	O	0	1	20
N4	Geographic Location	D	O	0	1	21
REF	Reference Information	D	O	0	12	22
PER	Administrative Communications Contact	D	O	0	3	23
