id	description	section	req	max_loop	max_usage	pos
BCP	Beginning Segment For Contract Pricing Proposal	H	M	0	1	1
SPI	Specification Identifier	H	M	0	1	2
MTX	Text	H	O	0	999999	3
CUR	Currency	H	O	0	1	4
N1	Party Identification	H	O	999999	1	5
N2	Additional Name Information	H	O	0	2	6
N3	Party Location	H	O	0	2	7
N4	Geographic Location	H	O	0	1	8
DTM	Date/Time Reference	H	O	0	2	9
G61	Contact	H	O	0	2	10
CBS	Cost Breakdown Structure	H	O	999999	1	11
JIL	Line Item Detail For The Operating Expense Statement	H	O	0	1	12
LIN	Item Identification	H	O	0	1	13
MTX	Text	H	O	0	999999	14
CB1	Contract And Cost Accounting Standards Data	H	O	999999	1	15
MTX	Text	H	O	0	999999	16
N9	Extended Reference Information	H	O	0	999999	17
N1	Party Identification	H	O	999999	1	18
N2	Additional Name Information	H	O	0	2	19
N3	Party Location	H	O	0	2	20
N4	Geographic Location	H	O	0	1	21
DTM	Date/Time Reference	H	O	0	2	22
G61	Contact	H	O	0	1	23
REF	Reference Information	H	O	999999	1	24
DTM	Date/Time Reference	H	O	0	999999	25
PL	Proposal Cost Logic	D	O	0	999999	26
HL	Hierarchical Level	D	O	999999	1	27
REF	Reference Information	D	O	0	1	28
PD	Pricing Data	D	O	999999	1	29
SPI	Specification Identifier	D	O	0	1	30
REF	Reference Information	D	O	0	5	31
PDD	Pricing Data Detail	D	O	0	999999	32
MTX	Text	D	O	0	999999	33
N1	Party Identification	D	O	999999	1	34
N2	Additional Name Information	D	O	0	2	35
N3	Party Location	D	O	0	2	36
N4	Geographic Location	D	O	0	1	37
REF	Reference Information	D	O	0	999999	38
LX	Transaction Set Line Number	S	O	2	1	39
G61	Contact	S	O	0	1	40
AMT	Monetary Amount Information	S	O	0	4	41
