id	description	section	req	max_loop	max_usage	pos
BAA	Beginning Segment For Product Transfer Account Adjustment	H	M	0	1	1
CUR	Currency	H	O	0	1	2
NTE	Note/Special Instruction	H	O	0	10	3
REF	Reference Information	H	O	0	12	4
PER	Administrative Communications Contact	H	O	0	3	5
DTM	Date/Time Reference	H	O	0	10	6
N1	Party Identification	H	O	50	1	7
N2	Additional Name Information	H	O	0	2	8
N3	Party Location	H	O	0	2	9
N4	Geographic Location	H	O	0	1	10
REF	Reference Information	H	O	0	12	11
PER	Administrative Communications Contact	H	O	0	3	12
CON	Contract Number Detail	D	M	10000	1	13
REF	Reference Information	D	O	0	12	14
PER	Administrative Communications Contact	D	O	0	3	15
DTM	Date/Time Reference	D	O	0	10	16
N1	Party Identification	D	O	999999	1	17
N2	Additional Name Information	D	O	0	2	18
N3	Party Location	D	O	0	2	19
N4	Geographic Location	D	O	0	1	20
REF	Reference Information	D	O	0	12	21
PER	Administrative Communications Contact	D	O	0	3	22
SII	Sales Item Information	D	O	999999	1	23
N9	Extended Reference Information	D	O	0	1	24
PAD	Product Adjustment Detail	D	O	999999	1	25
LIN	Item Identification	D	O	0	1	26
PID	Product/Item Description	D	O	0	200	27
MEA	Measurements	D	O	0	40	28
UIT	Unit Detail	D	O	0	5	29
QTY	Quantity Information	D	O	0	5	30
AMT	Monetary Amount Information	D	O	0	2	31
RCD	Receiving Conditions	D	O	0	1	32
REF	Reference Information	D	O	0	12	33
DTM	Date/Time Reference	D	O	0	10	34
CUR	Currency	D	O	0	1	35
SSS	Product Special Services	D	O	0	1	36
CTT	Transaction Totals	S	M	0	1	37
AMT	Monetary Amount Information	S	O	0	5	38
