id	description	section	req	max_loop	max_usage	pos
BSI	Beginning Segment For Order Status Inquiry	H	M	0	1	1
NTE	Note/Special Instruction	H	O	0	100	2
HL	Hierarchical Level	D	M	999999	1	3
PRF	Purchase Order Reference	D	O	0	1	4
DTM	Date/Time Reference	D	O	0	10	5
LIN	Item Identification	D	O	0	999999	6
PID	Product/Item Description	D	O	0	1000	7
MEA	Measurements	D	O	0	40	8
QTY	Quantity Information	D	O	0	1	9
DD	Demand Detail	D	O	0	999999	10
GF	Furnished Goods And Services	D	O	0	1	11
REF	Reference Information	D	O	999999	1	12
DTM	Date/Time Reference	D	O	0	999999	13
N1	Party Identification	D	O	999999	1	14
N2	Additional Name Information	D	O	0	2	15
N3	Party Location	D	O	0	2	16
N4	Geographic Location	D	O	0	1	17
REF	Reference Information	D	O	0	12	18
PER	Administrative Communications Contact	D	O	0	3	19
LM	Code Source Information	D	O	999999	1	20
LQ	Industry Code Identification	D	M	0	999999	21
FA1	Type Of Financial Accounting Data	D	O	999999	1	22
FA2	Accounting Data	D	M	0	999999	23
CTT	Transaction Totals	S	O	0	1	24
