id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
N1	Party Identification	H	M	0	5	2
NM1	Individual Or Organizational Name	D	M	999999	1	3
REF	Reference Information	D	O	0	12	4
LRQ	Mortgage Characteristics Requested	D	M	999999	1	5
LN1	Loan Specific Data	D	M	0	1	6
PRD	Mortgage Loan Product Description	D	O	0	1	7
MIC	Mortgage Insurance Coverage	D	O	0	5	8
PER	Administrative Communications Contact	D	O	0	5	9
REF	Reference Information	D	O	0	999999	10
PEX	Property Or Housing Expense	D	O	0	20	11
RES	Real Estate Sales Price Change	D	O	0	999999	12
CDI	Change Detail Information	D	O	999999	1	13
LX	Transaction Set Line Number	D	O	999999	1	14
VDI	Value Description Or Information	D	O	0	999999	15
YNQ	Yes/No Question	D	O	0	999999	16
AMT	Monetary Amount Information	D	O	0	999999	17
PCT	Percent Amounts	D	O	0	999999	18
DTP	Date Or Time Or Period	D	O	0	999999	19
III	Information	D	O	0	999999	20
BUY	Loan Buydown	D	O	0	1	21
SCM	Credit Score Model	D	O	10	1	22
SCS	Credit Score	D	O	0	5	23
DTP	Date Or Time Or Period	D	O	0	1	24
NX1	Property Or Entity Identification	D	O	5	1	25
NX2	Location Id Component	D	M	0	30	26
PAS	Property Appraisal Summary	D	M	5	1	27
N1	Party Identification	D	O	0	2	28
MSG	Message Text	D	O	0	10	29
REF	Reference Information	D	O	999999	1	30
AMT	Monetary Amount Information	D	O	0	999999	31
IN1	Individual Identification	D	O	12	1	32
IN2	Individual Name Structure Components	D	M	0	10	33
YNQ	Yes/No Question	D	O	0	5	34
DMG	Demographic Information	D	O	0	1	35
MSG	Message Text	D	O	0	1	36
N10	Quantity And Description	D	O	0	1	37
BFS	Borrower Financial Summary	D	O	0	1	38
SCM	Credit Score Model	D	O	10	1	39
SCS	Credit Score	D	O	0	5	40
DTP	Date Or Time Or Period	D	O	0	1	41
NX1	Property Or Entity Identification	D	O	10	1	42
NX2	Location Id Component	D	M	0	30	43
N10	Quantity And Description	D	O	0	1	44
REA	Real Estate Property Information	D	O	1	1	45
AMT	Monetary Amount Information	D	O	0	10	46
MCD	Mortgage Closing Data	D	O	1	1	47
AMT	Monetary Amount Information	D	O	0	10	48
PRJ	Multifamily Housing Project	D	O	1	1	49
PER	Administrative Communications Contact	D	O	0	10	50
