id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
N1	Party Identification	H	M	0	2	2
REF	Reference Information	H	O	0	1	3
EXI	Excavation Ticket Information	D	M	999999	1	4
DTM	Date/Time Reference	D	M	0	4	5
PER	Administrative Communications Contact	D	O	0	1	6
NX2	Location Id Component	D	O	0	999999	7
PPA	Property Location	D	O	0	999999	8
MTX	Text	D	O	0	1	9
MEA	Measurements	D	O	0	999999	10
N1	Party Identification	D	M	999999	1	11
N2	Additional Name Information	D	O	0	1	12
N3	Party Location	D	O	0	2	13
N4	Geographic Location	D	O	0	1	14
MSG	Message Text	D	O	0	2	15
PER	Administrative Communications Contact	D	O	0	2	16
DTM	Date/Time Reference	D	O	0	1	17
LIE	Individual Or Event Location	D	O	999999	1	18
PPA	Property Location	D	M	0	999999	19
LM	Code Source Information	D	O	999999	1	20
LQ	Industry Code Identification	D	M	0	999999	21
