id	description	section	req	max_loop	max_usage	pos
BHT	Beginning Of Hierarchical Transaction	H	M	0	1	1
REF	Reference Information	H	O	0	10	2
NM1	Individual Or Organizational Name	H	O	999999	1	3
N2	Additional Name Information	H	O	0	2	4
N3	Party Location	H	O	0	2	5
N4	Geographic Location	H	O	0	1	6
REF	Reference Information	H	O	0	2	7
PER	Administrative Communications Contact	H	O	0	1	8
HL	Hierarchical Level	D	M	999999	1	9
SBR	Subscriber Information	D	O	0	1	10
PAT	Patient Information	D	O	0	1	11
DMG	Demographic Information	D	O	0	1	12
NM1	Individual Or Organizational Name	D	O	999999	1	13
N3	Party Location	D	O	0	2	14
N4	Geographic Location	D	O	0	1	15
PER	Administrative Communications Contact	D	O	0	1	16
TRN	Trace	D	O	999999	1	17
REF	Reference Information	D	O	0	9	18
AMT	Monetary Amount Information	D	O	0	1	19
DTP	Date Or Time Or Period	D	O	0	2	20
SVC	Service Information	D	O	999999	1	21
REF	Reference Information	D	O	0	1	22
DTP	Date Or Time Or Period	D	O	0	1	23
