id	description	section	req	max_loop	max_usage	pos
N1	Party Identification	H	M	2	1	1
N2	Additional Name Information	H	O	0	1	2
N3	Party Location	H	O	0	2	3
N4	Geographic Location	H	O	0	1	4
G21	Product Information	D	M	999	1	5
G69	Line Item Detail - Description	D	O	0	5	6
CTP	Pricing Information	D	O	0	1	7
G72	Allowance Or Charge	D	O	0	999999	8
PID	Product/Item Description	D	O	0	999999	9
N1	Party Identification	D	M	999999	1	10
N2	Additional Name Information	D	O	0	1	11
N3	Party Location	D	O	0	2	12
N4	Geographic Location	D	O	0	1	13
G62	Date/Time	D	O	0	10	14
G22	Pre-Pricing Information	D	O	0	1	15
CTP	Pricing Information	D	O	0	1	16
G72	Allowance Or Charge	D	O	0	999999	17
