id	description	section	req	max_loop	max_usage	pos
B2	Beginning Segment For Shipment Information Transaction	H	M	0	1	1
B2A	Set Purpose	H	M	0	1	2
C3	Currency Identifier	H	O	0	1	3
L11	Business Instructions And Reference Number	H	O	0	99999	4
G62	Date/Time	H	O	0	1	5
MS3	Interline Information	H	O	0	1	6
AT5	Bill Of Lading Handling Requirements	H	O	6	1	7
RTT	Freight Rate Information	H	O	0	1	8
C3	Currency Identifier	H	O	0	1	9
PLD	Pallet Shipment Information	H	O	0	1	10
LH6	Hazardous Certification	H	O	0	6	11
NTE	Note/Special Instruction	H	O	0	10	12
N1	Party Identification	H	O	5	1	13
N2	Additional Name Information	H	O	0	1	14
N3	Party Location	H	O	0	2	15
N4	Geographic Location	H	O	0	1	16
L11	Business Instructions And Reference Number	H	O	0	1	17
G61	Contact	H	O	0	3	18
N7	Equipment Details	H	O	10	1	19
N7A	Accessorial Equipment Details	H	O	0	1	20
N7B	Additional Equipment Details	H	O	0	1	21
MEA	Measurements	H	O	0	1	22
M7	Seal Numbers	H	O	0	2	23
S5	Stop-Off Details	D	M	999	1	24
L11	Business Instructions And Reference Number	D	O	0	99999	25
G62	Date/Time	D	O	0	3	26
AT8	Shipment Weight, Packaging And Quantity Data	D	O	0	1	27
LAD	Lading Detail	D	O	0	99999	28
AT5	Bill Of Lading Handling Requirements	D	O	6	1	29
RTT	Freight Rate Information	D	O	0	1	30
C3	Currency Identifier	D	O	0	1	31
PLD	Pallet Shipment Information	D	O	0	1	32
NTE	Note/Special Instruction	D	O	0	20	33
N1	Party Identification	D	O	1	1	34
N2	Additional Name Information	D	O	0	1	35
N3	Party Location	D	O	0	2	36
N4	Geographic Location	D	O	0	1	37
G61	Contact	D	O	0	3	38
L5	Description, Marks And Numbers	D	O	99999	1	39
AT8	Shipment Weight, Packaging And Quantity Data	D	O	0	1	40
AT5	Bill Of Lading Handling Requirements	D	O	6	1	41
RTT	Freight Rate Information	D	O	0	1	42
C3	Currency Identifier	D	O	0	1	43
L11	Business Instructions And Reference Number	D	O	0	999999	44
MEA	Measurements	D	O	0	10	45
PER	Administrative Communications Contact	D	O	0	1	46
L4	Measurement	D	O	0	1	47
G61	Contact	D	O	99	1	48
L11	Business Instructions And Reference Number	D	O	0	5	49
LH6	Hazardous Certification	D	O	0	6	50
LH1	Hazardous Identification Information	D	O	25	1	51
LH2	Hazardous Classification Information	D	O	0	4	52
LH3	Hazardous Material Shipping Name Information	D	O	0	10	53
LFH	Free-Form Hazardous Material Information	D	O	0	20	54
LEP	Epa Required Data	D	O	0	3	55
LH4	Canadian Dangerous Requirements	D	O	0	1	56
LHT	Transborder Hazardous Requirements	D	O	0	3	57
OID	Order Information Detail	D	O	99999	1	58
G62	Date/Time	D	O	0	2	59
LAD	Lading Detail	D	O	0	99999	60
L5	Description, Marks And Numbers	D	O	99999	1	61
AT8	Shipment Weight, Packaging And Quantity Data	D	O	0	1	62
L4	Measurement	D	O	0	1	63
G61	Contact	D	O	99	1	64
L11	Business Instructions And Reference Number	D	O	0	5	65
LH6	Hazardous Certification	D	O	0	6	66
LH1	Hazardous Identification Information	D	O	25	1	67
LH2	Hazardous Classification Information	D	O	0	4	68
LH3	Hazardous Material Shipping Name Information	D	O	0	10	69
LFH	Free-Form Hazardous Material Information	D	O	0	20	70
LEP	Epa Required Data	D	O	0	3	71
LH4	Canadian Dangerous Requirements	D	O	0	1	72
LHT	Transborder Hazardous Requirements	D	O	0	3	73
N7	Equipment Details	D	O	10	1	74
N7A	Accessorial Equipment Details	D	O	0	1	75
N7B	Additional Equipment Details	D	O	0	1	76
MEA	Measurements	D	O	0	1	77
M7	Seal Numbers	D	O	0	2	78
L3	Total Weight And Charges	S	O	0	1	79
LX	Transaction Set Line Number	S	O	1	1	80
L4	Measurement	S	O	0	1	81
