id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
ERP	Educational Record Purpose	H	M	0	1	2
N1	Party Identification	H	M	999999	1	3
N2	Additional Name Information	H	O	0	2	4
N3	Party Location	H	O	0	2	5
N4	Geographic Location	H	O	0	1	6
REF	Reference Information	H	O	0	999999	7
COM	Communication Contact Information	H	O	0	999999	8
HL	Hierarchical Level	D	M	999999	1	9
SCT	School Type	D	O	0	999999	10
OPX	Placement Criteria	D	O	0	999999	11
REF	Reference Information	D	O	0	999999	12
DEG	Degree Record	D	O	0	999999	13
ISI	Institutional Staff Information	D	O	0	999999	14
LQ	Industry Code Identification	D	O	0	999999	15
EDF	Educational Fee Information	D	O	0	999999	16
DTP	Date Or Time Or Period	D	O	0	999999	17
N1	Party Identification	D	M	999999	1	18
N2	Additional Name Information	D	O	0	2	19
N3	Party Location	D	O	0	2	20
N4	Geographic Location	D	O	0	1	21
PPA	Property Location	D	O	0	999999	22
COM	Communication Contact Information	D	O	0	999999	23
YNQ	Yes/No Question	D	O	999999	1	24
QTY	Quantity Information	D	O	0	999999	25
PCT	Percent Amounts	D	O	0	999999	26
FOS	Field Of Study	D	O	999999	1	27
DEG	Degree Record	D	O	0	1	28
AMT	Monetary Amount Information	D	O	0	999999	29
SP	Special Program	D	O	999999	1	30
REF	Reference Information	D	O	0	999999	31
NM1	Individual Or Organizational Name	D	O	0	999999	32
SLA	School Accreditation And Licensing	D	O	999999	1	33
FOS	Field Of Study	D	O	0	999999	34
REF	Reference Information	D	O	0	999999	35
N1	Party Identification	D	O	1	1	36
N2	Additional Name Information	D	O	0	2	37
N3	Party Location	D	O	0	2	38
N4	Geographic Location	D	O	0	1	39
ENM	School Enrollment Data	D	O	999999	1	40
FOS	Field Of Study	D	O	0	1	41
QTY	Quantity Information	D	O	0	999999	42
NTE	Note/Special Instruction	D	O	0	999999	43
ATV	Student Activities And Awards	D	O	999999	1	44
REF	Reference Information	D	O	0	999999	45
