id	description	section	req	max_loop	max_usage	pos
N1	Party Identification	H	M	2	1	1
N2	Additional Name Information	H	O	0	2	2
N3	Party Location	H	O	0	2	3
N4	Geographic Location	H	O	0	1	4
REF	Reference Information	H	O	0	12	5
PER	Administrative Communications Contact	H	O	0	3	6
TRN	Trace	H	O	0	1	7
DTM	Date/Time Reference	H	O	0	2	8
DEP	Deposit	D	M	100	1	9
AMT	Monetary Amount Information	D	M	0	1	10
QTY	Quantity Information	D	M	0	2	11
REF	Reference Information	D	O	0	5	12
DTM	Date/Time Reference	D	O	0	10	13
BAT	Batch	D	O	999999	1	14
AVA	Funds Availability	D	O	0	10	15
AMT	Monetary Amount Information	D	O	0	1	16
QTY	Quantity Information	D	O	0	1	17
DTM	Date/Time Reference	D	O	0	10	18
BPR	Beginning Segment For Payment Order/Remittance Advice	D	O	999999	1	19
TRN	Trace	D	O	0	1	20
CUR	Currency	D	O	0	1	21
REF	Reference Information	D	O	0	999999	22
DTM	Date/Time Reference	D	O	0	999999	23
AVA	Funds Availability	D	O	0	1	24
ADX	Adjustment	D	O	999999	1	25
NTE	Note/Special Instruction	D	O	0	999999	26
PER	Administrative Communications Contact	D	O	0	999999	27
DTM	Date/Time Reference	D	O	0	1	28
REF	Reference Information	D	O	999999	1	29
DTM	Date/Time Reference	D	O	0	999999	30
IT1	Baseline Item Data (Invoice)	D	O	999999	1	31
REF	Reference Information	D	O	999999	1	32
DTM	Date/Time Reference	D	O	0	1	33
SAC	Service, Promotion, Allowance, Or Charge Information	D	O	999999	1	34
TXI	Tax Information	D	O	0	999999	35
SLN	Subline Item Detail	D	O	999999	1	36
REF	Reference Information	D	O	999999	1	37
DTM	Date/Time Reference	D	O	0	999999	38
SAC	Service, Promotion, Allowance, Or Charge Information	D	O	999999	1	39
TXI	Tax Information	D	O	0	999999	40
N1	Party Identification	D	O	200	1	41
N2	Additional Name Information	D	O	0	2	42
N3	Party Location	D	O	0	2	43
N4	Geographic Location	D	O	0	1	44
REF	Reference Information	D	O	0	12	45
PER	Administrative Communications Contact	D	O	0	3	46
RMR	Remittance Advice Accounts Receivable Open Item Reference	D	O	999999	1	47
N1	Party Identification	D	O	0	1	48
CUR	Currency	D	O	0	1	49
REF	Reference Information	D	O	0	999999	50
DTM	Date/Time Reference	D	O	0	999999	51
IT1	Baseline Item Data (Invoice)	D	O	999999	1	52
REF	Reference Information	D	O	999999	1	53
DTM	Date/Time Reference	D	O	0	1	54
SAC	Service, Promotion, Allowance, Or Charge Information	D	O	999999	1	55
TXI	Tax Information	D	O	0	999999	56
SLN	Subline Item Detail	D	O	999999	1	57
REF	Reference Information	D	O	999999	1	58
DTM	Date/Time Reference	D	O	0	999999	59
SAC	Service, Promotion, Allowance, Or Charge Information	D	O	999999	1	60
TXI	Tax Information	D	O	0	999999	61
ADX	Adjustment	D	O	999999	1	62
NTE	Note/Special Instruction	D	O	0	999999	63
PER	Administrative Communications Contact	D	O	0	999999	64
REF	Reference Information	D	O	999999	1	65
DTM	Date/Time Reference	D	O	0	999999	66
IT1	Baseline Item Data (Invoice)	D	O	999999	1	67
REF	Reference Information	D	O	999999	1	68
DTM	Date/Time Reference	D	O	0	1	69
SAC	Service, Promotion, Allowance, Or Charge Information	D	O	999999	1	70
TXI	Tax Information	D	O	0	999999	71
SLN	Subline Item Detail	D	O	999999	1	72
REF	Reference Information	D	O	999999	1	73
DTM	Date/Time Reference	D	O	0	999999	74
SAC	Service, Promotion, Allowance, Or Charge Information	D	O	999999	1	75
TXI	Tax Information	D	O	0	999999	76
TXP	Tax Payment	D	O	999999	1	77
TXI	Tax Information	D	O	0	999999	78
DED	Deductions	D	O	0	999999	79
LX	Transaction Set Line Number	D	O	999999	1	80
REF	Reference Information	D	O	0	999999	81
TRN	Trace	D	O	0	999999	82
NM1	Individual Or Organizational Name	D	O	999999	1	83
REF	Reference Information	D	O	0	999999	84
G53	Maintenance Type	D	O	0	999999	85
AIN	Income	D	O	999999	1	86
QTY	Quantity Information	D	O	0	999999	87
DTP	Date Or Time Or Period	D	O	0	999999	88
PEN	Pension Information	D	O	999999	1	89
AMT	Monetary Amount Information	D	O	0	999999	90
DTP	Date Or Time Or Period	D	O	0	999999	91
INV	Investment Vehicle Selection	D	O	999999	1	92
DTP	Date Or Time Or Period	D	O	0	999999	93
