id	description	section	req	max_loop	max_usage	pos
B3	Beginning Segment For Carrier's Invoice	H	M	0	1	1
C2	Bank Id	H	O	0	1	2
C3	Currency Identifier	H	O	0	1	3
ITD	Terms Of Sale/Deferred Terms Of Sale	H	O	0	1	4
L11	Business Instructions And Reference Number	H	O	0	300	5
G62	Date/Time	H	O	0	6	6
R3	Route Information - Motor	H	O	0	12	7
H3	Special Handling Instructions	H	O	0	6	8
K1	Remarks	H	O	0	10	9
N1	Party Identification	H	O	10	1	10
N2	Additional Name Information	H	O	0	1	11
N3	Party Location	H	O	0	2	12
N4	Geographic Location	H	O	0	1	13
L11	Business Instructions And Reference Number	H	O	0	5	14
N7	Equipment Details	H	O	10	1	15
M7	Seal Numbers	H	O	0	2	16
OID	Order Information Detail	H	O	999999	1	17
SDQ	Destination Quantity	H	O	0	10	18
S5	Stop-Off Details	D	O	999	1	19
L11	Business Instructions And Reference Number	D	O	0	10	20
G62	Date/Time	D	O	0	10	21
H3	Special Handling Instructions	D	O	0	6	22
OID	Order Information Detail	D	O	999999	1	23
SDQ	Destination Quantity	D	O	0	10	24
N1	Party Identification	D	O	2	1	25
N2	Additional Name Information	D	O	0	1	26
N3	Party Location	D	O	0	2	27
N4	Geographic Location	D	O	0	1	28
L11	Business Instructions And Reference Number	D	O	0	5	29
N7	Equipment Details	D	O	10	1	30
M7	Seal Numbers	D	O	0	2	31
LX	Transaction Set Line Number	D	O	999999	1	32
L11	Business Instructions And Reference Number	D	O	0	20	33
L5	Description, Marks And Numbers	D	O	0	30	34
H1	Hazardous Material	D	O	0	3	35
H2	Additional Hazardous Material Description	D	O	0	2	36
L0	Line Item - Quantity And Weight	D	O	0	10	37
L1	Rate And Charges	D	O	0	50	38
L4	Measurement	D	O	0	10	39
L7	Tariff Reference	D	O	0	10	40
K1	Remarks	D	O	0	10	41
OID	Order Information Detail	D	O	999999	1	42
SDQ	Destination Quantity	D	O	0	10	43
N1	Party Identification	D	O	999999	1	44
N2	Additional Name Information	D	O	0	1	45
N3	Party Location	D	O	0	2	46
N4	Geographic Location	D	O	0	1	47
L11	Business Instructions And Reference Number	D	O	0	10	48
CD3	Carton (Package) Detail	D	O	999999	1	49
L11	Business Instructions And Reference Number	D	O	0	20	50
H6	Special Services	D	O	0	10	51
L9	Charge Detail	D	O	0	50	52
POD	Proof Of Delivery	D	O	0	1	53
G62	Date/Time	D	O	0	1	54
OID	Order Information Detail	D	O	999999	1	55
SDQ	Destination Quantity	D	O	0	10	56
L3	Total Weight And Charges	S	O	0	1	57
