id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
SPI	Specification Identifier	H	M	0	1	2
DTM	Date/Time Reference	H	O	0	999999	3
CUR	Currency	H	O	0	999999	4
MTX	Text	H	O	0	999999	5
REF	Reference Information	H	O	999999	1	6
DTM	Date/Time Reference	H	O	0	999999	7
N1	Party Identification	H	O	999999	1	8
N2	Additional Name Information	H	O	0	2	9
N3	Party Location	H	O	0	2	10
N4	Geographic Location	H	O	0	1	11
REF	Reference Information	H	O	0	999999	12
G61	Contact	H	O	0	5	13
PPL	Price Support Data	D	O	999999	1	14
REF	Reference Information	D	O	999999	1	15
DTM	Date/Time Reference	D	O	0	999999	16
PD	Pricing Data	D	O	999999	1	17
PDD	Pricing Data Detail	D	O	0	999999	18
PL	Proposal Cost Logic	D	O	999999	1	19
REF	Reference Information	D	O	0	999999	20
AMT	Monetary Amount Information	D	O	0	1	21
PCT	Percent Amounts	D	O	0	1	22
QTY	Quantity Information	D	O	0	1	23
NTE	Note/Special Instruction	D	O	0	999999	24
PD	Pricing Data	D	O	999999	1	25
SPI	Specification Identifier	D	O	0	1	26
REF	Reference Information	D	O	0	999999	27
PDD	Pricing Data Detail	D	O	0	999999	28
MTX	Text	D	O	0	999999	29
DTM	Date/Time Reference	D	O	0	10	30
PO1	Baseline Item Data	D	O	999999	1	31
PID	Product/Item Description	D	O	0	1	32
QTY	Quantity Information	D	O	0	999999	33
REF	Reference Information	D	O	0	999999	34
AMT	Monetary Amount Information	D	O	999999	1	35
PCT	Percent Amounts	D	O	0	999999	36
MTX	Text	D	O	0	999999	37
LX	Transaction Set Line Number	D	O	999999	1	38
QTY	Quantity Information	D	M	0	1	39
AMT	Monetary Amount Information	D	O	0	2	40
NTE	Note/Special Instruction	D	O	0	5	41
REF	Reference Information	D	O	0	1	42
DTM	Date/Time Reference	D	O	0	1	43
N1	Party Identification	D	O	1	1	44
N2	Additional Name Information	D	O	0	2	45
N3	Party Location	D	O	0	2	46
N4	Geographic Location	D	O	0	1	47
