id	description	section	req	max_loop	max_usage	pos
BMG	Beginning Segment For Text Message	H	M	0	1	1
DTM	Date/Time Reference	H	O	0	10	2
N1	Party Identification	H	O	200	1	3
N2	Additional Name Information	H	O	0	2	4
N3	Party Location	H	O	0	2	5
N4	Geographic Location	H	O	0	1	6
REF	Reference Information	H	O	0	12	7
PER	Administrative Communications Contact	H	O	0	3	8
MIT	Message Identification	D	M	999999	1	9
N1	Party Identification	D	O	200	1	10
N2	Additional Name Information	D	O	0	2	11
N3	Party Location	D	O	0	2	12
N4	Geographic Location	D	O	0	1	13
REF	Reference Information	D	O	0	12	14
PER	Administrative Communications Contact	D	O	0	3	15
MSG	Message Text	D	M	0	999999	16
