id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
PER	Administrative Communications Contact	H	O	0	1	2
N1	Party Identification	H	M	1	1	3
N2	Additional Name Information	H	O	0	1	4
N3	Party Location	H	O	0	2	5
N4	Geographic Location	H	O	0	1	6
LX	Transaction Set Line Number	D	M	0	1	7
N1	Party Identification	D	M	9999	1	8
N2	Additional Name Information	D	O	0	1	9
N3	Party Location	D	O	0	2	10
N4	Geographic Location	D	O	0	1	11
L11	Business Instructions And Reference Number	D	O	0	5	12
G62	Date/Time	D	O	0	2	13
USI	Unitized Shipment Information	D	O	0	1	14
OID	Order Information Detail	D	M	999999	1	15
CMC	Commodity Classification	D	O	0	1	16
