id	description	section	req	max_loop	max_usage	pos
BPP	Beginning Segment For Project Schedule Reporting	H	M	0	1	1
REF	Reference Information	H	O	0	999999	2
N1	Party Identification	H	O	999999	1	3
N2	Additional Name Information	H	O	0	2	4
N3	Party Location	H	O	0	2	5
N4	Geographic Location	H	O	0	1	6
REF	Reference Information	H	O	0	999999	7
PER	Administrative Communications Contact	H	O	0	999999	8
DTM	Date/Time Reference	H	O	0	999999	9
CAL	Calendar	D	O	999999	1	10
QTY	Quantity Information	D	O	0	999999	11
DTM	Date/Time Reference	D	O	0	999999	12
RSC	Resource	D	O	999999	1	13
REF	Reference Information	D	O	0	999999	14
DTM	Date/Time Reference	D	O	0	999999	15
QTY	Quantity Information	D	O	0	999999	16
AMT	Monetary Amount Information	D	O	0	999999	17
PCT	Percent Amounts	D	O	0	999999	18
RPA	Rate Amounts Or Percents	D	O	0	999999	19
TID	Task Identification	D	O	999999	1	20
REF	Reference Information	D	O	0	999999	21
DTM	Date/Time Reference	D	O	0	999999	22
QTY	Quantity Information	D	O	0	999999	23
AMT	Monetary Amount Information	D	O	0	999999	24
PCT	Percent Amounts	D	O	0	999999	25
N1	Party Identification	D	O	0	999999	26
PER	Administrative Communications Contact	D	O	0	999999	27
PID	Product/Item Description	D	O	0	999999	28
MTX	Text	D	O	999999	1	29
DTM	Date/Time Reference	D	O	0	999999	30
NM1	Individual Or Organizational Name	D	O	0	999999	31
REF	Reference Information	D	O	0	999999	32
RSC	Resource	D	O	999999	1	33
REF	Reference Information	D	O	0	999999	34
DTM	Date/Time Reference	D	O	0	999999	35
QTY	Quantity Information	D	O	0	999999	36
AMT	Monetary Amount Information	D	O	0	999999	37
PCT	Percent Amounts	D	O	0	999999	38
RPA	Rate Amounts Or Percents	D	O	0	999999	39
PAM	Period Amount	D	O	0	999999	40
MLS	Milestone	D	O	999999	1	41
REF	Reference Information	D	O	0	999999	42
DTM	Date/Time Reference	D	O	0	999999	43
QTY	Quantity Information	D	O	0	999999	44
AMT	Monetary Amount Information	D	O	0	999999	45
PCT	Percent Amounts	D	O	0	999999	46
