id	description	section	req	max_loop	max_usage	pos
BTP	Beginning Segment For Trading Partner Profile	H	M	0	1	1
REQ	Request Information	H	O	0	1	2
PER	Administrative Communications Contact	H	O	0	1	3
SPI	Specification Identifier	H	O	0	999999	4
DTM	Date/Time Reference	H	O	0	999999	5
LX	Transaction Set Line Number	H	O	999999	1	6
PLA	Place Or Location	H	O	0	1	7
LCD	Place/Location Description	H	O	0	999999	8
LIN	Item Identification	H	O	0	999999	9
N1	Party Identification	H	O	999999	1	10
N2	Additional Name Information	H	O	0	2	11
N3	Party Location	H	O	0	2	12
N4	Geographic Location	H	O	0	1	13
N9	Extended Reference Information	H	O	0	999999	14
PER	Administrative Communications Contact	H	O	0	999999	15
CUR	Currency	H	O	0	999999	16
TAX	Tax Reference	H	O	0	999999	17
FOB	F.O.B. Related Instructions	H	O	0	999999	18
ITD	Terms Of Sale/Deferred Terms Of Sale	H	O	0	999999	19
TD5	Carrier Details (Routing Sequence/Transit Time)	H	O	0	999999	20
SPI	Specification Identifier	H	O	0	999999	21
FBB	Foreign And Industry Business	H	O	0	999999	22
DTM	Date/Time Reference	H	O	0	10	23
MEA	Measurements	H	O	0	999999	24
LCD	Place/Location Description	H	O	999999	1	25
N2	Additional Name Information	H	O	0	1	26
N4	Geographic Location	H	O	0	1	27
DMG	Demographic Information	H	O	0	999999	28
MEA	Measurements	H	O	0	999999	29
TPD	Trading Partner Detail	H	O	999999	1	30
N9	Extended Reference Information	H	O	0	999999	31
PID	Product/Item Description	H	O	0	999999	32
DTM	Date/Time Reference	H	O	0	999999	33
LS	Loop Header	H	O	0	1	34
TUD	Trade Union Data	H	O	999999	1	35
DTM	Date/Time Reference	H	O	0	999999	36
N1	Party Identification	H	O	0	1	37
N2	Additional Name Information	H	O	0	2	38
N3	Party Location	H	O	0	2	39
N4	Geographic Location	H	O	0	1	40
PER	Administrative Communications Contact	H	O	0	999999	41
LE	Loop Trailer	H	O	0	1	42
SPR	Supplier Rating	H	O	999999	1	43
N9	Extended Reference Information	H	O	0	999999	44
DTM	Date/Time Reference	H	O	0	999999	45
PAM	Period Amount	H	O	999999	1	46
DTM	Date/Time Reference	H	O	0	999999	47
TAX	Tax Reference	H	O	0	999999	48
CUR	Currency	H	O	0	999999	49
TXN	Transaction Capabilities	H	O	999999	1	50
N9	Extended Reference Information	H	O	0	999999	51
DTM	Date/Time Reference	H	O	0	999999	52
LM	Code Source Information	H	O	999999	1	53
LQ	Industry Code Identification	H	M	0	999999	54
ENE	Electronic Systems Environment	H	O	999999	1	55
N1	Party Identification	H	O	999999	1	56
N2	Additional Name Information	H	O	0	2	57
N3	Party Location	H	O	0	2	58
N4	Geographic Location	H	O	0	1	59
TPD	Trading Partner Detail	H	O	0	999999	60
PID	Product/Item Description	H	O	0	999999	61
N9	Extended Reference Information	H	O	0	999999	62
PER	Administrative Communications Contact	H	O	0	999999	63
TXN	Transaction Capabilities	H	O	999999	1	64
N9	Extended Reference Information	H	O	0	999999	65
DTM	Date/Time Reference	H	O	0	999999	66
ERI	Entity Relationship	H	O	0	999999	67
AMT	Monetary Amount Information	H	O	0	999999	68
