id	description	section	req	max_loop	max_usage	pos
ZC1	Beginning Segment For Data Correction Or Change	H	O	0	1	1
BX	General Shipment Information	H	M	0	1	2
BNX	Rail Shipment Information	H	O	0	1	3
M3	Release	H	O	0	1	4
N9	Extended Reference Information	H	O	0	30	5
CM	Cargo Manifest	H	O	0	3	6
Y6	Authentication	H	O	0	4	7
Y7	Cargo Booking Priority	H	O	0	1	8
C3	Currency Identifier	H	O	0	1	9
ITD	Terms Of Sale/Deferred Terms Of Sale	H	O	0	1	10
G62	Date/Time	H	O	0	10	11
PER	Administrative Communications Contact	H	O	0	3	12
NA	Cross-Reference Equipment	H	O	0	999	13
F9	Origin Station	H	O	0	1	14
D9	Destination Station	H	O	0	1	15
R1	Route Information (Air)	H	O	0	1	16
R2	Route Information	H	O	0	13	17
R3	Route Information - Motor	H	O	0	13	18
R4	Port Or Terminal	H	O	0	5	19
MEA	Measurements	H	O	0	10	20
H3	Special Handling Instructions	H	O	0	20	21
PS	Protective Service Instructions	H	O	0	5	22
H6	Special Services	H	O	0	6	23
V4	Cargo Location Reference	H	O	0	1	24
V5	Vessel Identification	H	O	0	1	25
E1	Empty Car Disposition - Pended Destination Consignee	H	O	2	1	26
E4	Empty Car Disposition - Pended Destination City	H	O	0	1	27
E5	Empty Car Disposition - Pended Destination Route	H	O	0	13	28
PI	Price Authority Identification	H	O	0	1	29
M1	Insurance	H	O	0	1	30
M2	Sales/Delivery Terms	H	O	0	1	31
L7	Tariff Reference	H	O	0	30	32
NTE	Note/Special Instruction	H	O	0	50	33
XH	Pro Forma - B13 Information	H	O	0	1	34
N7	Equipment Details	H	O	600	1	35
EM	Equipment Characteristics	H	O	0	1	36
NA	Cross-Reference Equipment	H	O	0	30	37
M7	Seal Numbers	H	O	0	5	38
N5	Equipment Ordered	H	O	0	1	39
G62	Date/Time	H	O	0	2	40
REF	Reference Information	H	O	0	5	41
IC	Intermodal Chassis Equipment	H	O	0	1	42
VC	Motor Vehicle Control	H	O	0	36	43
GA	Canadian Grain Information	H	O	0	15	44
E1	Empty Car Disposition - Pended Destination Consignee	H	O	2	1	45
E4	Empty Car Disposition - Pended Destination City	H	O	0	1	46
E5	Empty Car Disposition - Pended Destination Route	H	O	0	13	47
PI	Price Authority Identification	H	O	0	1	48
N1	Party Identification	H	O	12	1	49
N2	Additional Name Information	H	O	0	2	50
N3	Party Location	H	O	0	2	51
N4	Geographic Location	H	O	0	1	52
REF	Reference Information	H	O	0	12	53
PER	Administrative Communications Contact	H	O	0	3	54
H3	Special Handling Instructions	H	O	0	5	55
S5	Stop-Off Details	H	O	999	1	56
G62	Date/Time	H	O	0	6	57
N9	Extended Reference Information	H	O	0	10	58
H6	Special Services	H	O	0	6	59
N1	Party Identification	H	O	5	1	60
N2	Additional Name Information	H	O	0	2	61
N3	Party Location	H	O	0	2	62
N4	Geographic Location	H	O	0	1	63
REF	Reference Information	H	O	0	12	64
PER	Administrative Communications Contact	H	O	0	3	65
FA1	Type Of Financial Accounting Data	H	O	999999	1	66
FA2	Accounting Data	H	M	0	999999	67
L10	Weight Information	H	O	0	1	68
HL	Hierarchical Level	D	M	999999	1	69
N7	Equipment Details	D	O	0	1	70
NA	Cross-Reference Equipment	D	O	0	1	71
M7	Seal Numbers	D	O	0	5	72
N5	Equipment Ordered	D	O	0	1	73
REF	Reference Information	D	O	0	5	74
IC	Intermodal Chassis Equipment	D	O	0	1	75
VC	Motor Vehicle Control	D	O	0	36	76
L7	Tariff Reference	D	O	0	10	77
SL1	Tariff Details	D	O	0	1	78
N9	Extended Reference Information	D	O	0	10	79
H3	Special Handling Instructions	D	O	0	1	80
X1	Export License	D	O	0	6	81
X2	Import License	D	O	0	1	82
L5	Description, Marks And Numbers	D	O	0	10	83
PER	Administrative Communications Contact	D	O	0	5	84
LH2	Hazardous Classification Information	D	O	0	6	85
LHR	Hazardous Material Identifying Reference Numbers	D	O	0	1	86
LH6	Hazardous Certification	D	O	0	10	87
Y7	Cargo Booking Priority	D	O	0	2	88
G62	Date/Time	D	O	0	10	89
NTE	Note/Special Instruction	D	O	0	100	90
LP	Load Planning	D	O	0	1	91
AXL	Vehicle Axle Measurements	D	O	0	12	92
L0	Line Item - Quantity And Weight	D	O	20	1	93
L1	Rate And Charges	D	O	0	20	94
MEA	Measurements	D	O	0	10	95
LH1	Hazardous Identification Information	D	O	1000	1	96
LH2	Hazardous Classification Information	D	O	0	4	97
LH3	Hazardous Material Shipping Name Information	D	O	0	12	98
LFH	Free-Form Hazardous Material Information	D	O	0	20	99
LEP	Epa Required Data	D	O	0	3	100
LH4	Canadian Dangerous Requirements	D	O	0	4	101
LHT	Transborder Hazardous Requirements	D	O	0	3	102
LHR	Hazardous Material Identifying Reference Numbers	D	O	0	10	103
PER	Administrative Communications Contact	D	O	0	5	104
LHE	Empty Equipment Hazardous Material Information	D	O	0	1	105
FA1	Type Of Financial Accounting Data	D	O	999999	1	106
FA2	Accounting Data	D	M	0	999999	107
L10	Weight Information	D	O	0	1	108
NM1	Individual Or Organizational Name	D	O	4	1	109
N3	Party Location	D	O	0	2	110
N4	Geographic Location	D	O	0	1	111
N1	Party Identification	D	O	4	1	112
N2	Additional Name Information	D	O	0	2	113
N3	Party Location	D	O	0	2	114
N4	Geographic Location	D	O	0	1	115
L3	Total Weight And Charges	S	O	0	1	116
