id	description	section	req	max_loop	max_usage	pos
BCT	Beginning Segment For Price/Sales Catalog	H	M	0	1	1
CTP	Pricing Information	H	O	0	100	2
REF	Reference Information	H	O	0	999999	3
YNQ	Yes/No Question	H	O	0	10	4
PER	Administrative Communications Contact	H	O	0	999999	5
DTM	Date/Time Reference	H	O	0	10	6
CTB	Restrictions/Conditions	H	O	0	25	7
CUR	Currency	H	O	0	5	8
ITD	Terms Of Sale/Deferred Terms Of Sale	H	O	0	2	9
LDT	Lead Time	H	O	0	999999	10
SAC	Service, Promotion, Allowance, Or Charge Information	H	O	0	999999	11
TD1	Carrier Details (Quantity And Weight)	H	O	0	999999	12
TD5	Carrier Details (Routing Sequence/Transit Time)	H	O	0	999999	13
TD3	Carrier Details (Equipment)	H	O	0	999999	14
TD4	Carrier Details (Special Handling Or Hazardous Materials Or Both)	H	O	0	999999	15
FOB	F.O.B. Related Instructions	H	O	0	1	16
PKG	Marking, Packaging, Loading	H	O	0	999999	17
TXI	Tax Information	H	O	0	999999	18
AAA	Request Validation	H	O	0	1	19
MTX	Text	H	O	0	999999	20
PWK	Paperwork	H	O	0	25	21
N1	Party Identification	H	O	999999	1	22
N2	Additional Name Information	H	O	0	2	23
N3	Party Location	H	O	0	2	24
N4	Geographic Location	H	O	0	999999	25
REF	Reference Information	H	O	0	12	26
PKG	Marking, Packaging, Loading	H	O	0	999999	27
PER	Administrative Communications Contact	H	O	0	999999	28
DTM	Date/Time Reference	H	O	0	10	29
MTX	Text	H	O	0	999999	30
SPI	Specification Identifier	H	O	0	1	31
LM	Code Source Information	H	O	999999	1	32
LQ	Industry Code Identification	H	M	0	999999	33
N9	Extended Reference Information	H	O	999999	1	34
DTM	Date/Time Reference	H	O	0	999999	35
MTX	Text	H	O	0	999999	36
PWK	Paperwork	H	O	0	999999	37
EFI	Electronic Format Identification	H	O	0	999999	38
G93	Price Bracket Identification	H	O	999999	1	39
SAC	Service, Promotion, Allowance, Or Charge Information	H	O	0	1	40
N1	Party Identification	H	O	0	1	41
G26	Pricing Conditions	H	O	0	1	42
LIN	Item Identification	D	O	999999	1	43
PO1	Baseline Item Data	D	O	0	1	44
G53	Maintenance Type	D	O	0	1	45
SI	Service Characteristic Identification	D	O	0	999999	46
DTM	Date/Time Reference	D	O	0	10	47
REF	Reference Information	D	O	0	999999	48
YNQ	Yes/No Question	D	O	0	10	49
PER	Administrative Communications Contact	D	O	0	999999	50
CRD	Content Reporting Detail	D	O	0	999999	51
CTB	Restrictions/Conditions	D	O	0	25	52
PID	Product/Item Description	D	O	0	200	53
MEA	Measurements	D	O	0	40	54
PKG	Marking, Packaging, Loading	D	O	0	25	55
PO4	Item Physical Details	D	O	0	1	56
TD1	Carrier Details (Quantity And Weight)	D	O	0	999999	57
TD5	Carrier Details (Routing Sequence/Transit Time)	D	O	0	999999	58
TD3	Carrier Details (Equipment)	D	O	0	999999	59
TD4	Carrier Details (Special Handling Or Hazardous Materials Or Both)	D	O	0	999999	60
ITD	Terms Of Sale/Deferred Terms Of Sale	D	O	0	2	61
LDT	Lead Time	D	O	0	1	62
SAC	Service, Promotion, Allowance, Or Charge Information	D	O	0	999999	63
FOB	F.O.B. Related Instructions	D	O	0	1	64
AAA	Request Validation	D	O	0	1	65
TC2	Commodity	D	O	0	2	66
TXI	Tax Information	D	O	0	999999	67
MTX	Text	D	O	0	999999	68
G55	Item Characteristics - Consumer Unit	D	O	0	1	69
G54	Module Description	D	O	0	1	70
CTP	Pricing Information	D	O	999999	1	71
DTM	Date/Time Reference	D	O	0	10	72
G36	Price List Reference	D	O	0	1	73
LDT	Lead Time	D	O	0	1	74
CUR	Currency	D	O	0	5	75
PO4	Item Physical Details	D	O	0	1	76
CTB	Restrictions/Conditions	D	O	0	5	77
REF	Reference Information	D	O	0	999999	78
G43	Promotion/Price List Area	D	O	0	9999	79
SAC	Service, Promotion, Allowance, Or Charge Information	D	O	0	999999	80
G26	Pricing Conditions	D	O	0	99	81
TXI	Tax Information	D	O	0	999999	82
ITD	Terms Of Sale/Deferred Terms Of Sale	D	O	0	1	83
G40	Bracket Price	D	O	999999	1	84
SAC	Service, Promotion, Allowance, Or Charge Information	D	O	0	1	85
G93	Price Bracket Identification	D	O	0	999999	86
LS	Loop Header	D	O	0	1	87
LM	Code Source Information	D	O	999999	1	88
