id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
N1	Party Identification	H	M	2	1	2
N2	Additional Name Information	H	O	0	1	3
N3	Party Location	H	O	0	1	4
N4	Geographic Location	H	O	0	1	5
PER	Administrative Communications Contact	H	O	0	1	6
REF	Reference Information	D	M	15	1	7
DTP	Date Or Time Or Period	D	O	0	2	8
N4	Geographic Location	D	O	0	1	9
N1	Party Identification	D	O	0	1	10
IN1	Individual Identification	D	M	10	1	11
IN2	Individual Name Structure Components	D	M	0	10	12
REF	Reference Information	D	O	0	10	13
DMG	Demographic Information	D	O	0	1	14
IND	Additional Individual Demographic Information	D	O	0	1	15
IMM	Immunization Status	D	O	0	999999	16
HC	Health Condition	D	O	0	999999	17
LUI	Language Use	D	O	0	999999	18
III	Information	D	O	0	10	19
NTE	Note/Special Instruction	D	O	0	1	20
N3	Party Location	D	O	5	1	21
N4	Geographic Location	D	O	0	1	22
DTP	Date Or Time Or Period	D	O	0	2	23
COM	Communication Contact Information	D	O	10	1	24
DTP	Date Or Time Or Period	D	O	0	2	25
N1	Party Identification	D	O	5	1	26
N3	Party Location	D	O	0	1	27
N4	Geographic Location	D	O	0	1	28
QTY	Quantity Information	D	O	0	1	29
EMS	Employment Position	D	O	5	1	30
DTP	Date Or Time Or Period	D	O	0	2	31
QTY	Quantity Information	D	O	0	1	32
AMT	Monetary Amount Information	D	O	0	1	33
ATV	Student Activities And Awards	D	O	999999	1	34
DTP	Date Or Time Or Period	D	O	0	2	35
LS	Loop Header	D	O	0	1	36
AMT	Monetary Amount Information	D	O	15	1	37
MSG	Message Text	D	O	0	1	38
LE	Loop Trailer	D	O	0	1	39
SSE	Entry And Exit Information	D	O	5	1	40
DEG	Degree Record	D	O	0	1	41
FOS	Field Of Study	D	O	0	5	42
LQ	Industry Code Identification	D	O	1	1	43
PDL	Payment Details	D	O	0	1	44
RSD	Residency Information	D	O	999999	1	45
N4	Geographic Location	D	M	0	1	46
DTP	Date Or Time Or Period	D	O	0	999999	47
QTY	Quantity Information	D	O	0	1	48
REF	Reference Information	D	O	0	1	49
RQS	Request For Information	D	O	999999	1	50
MSG	Message Text	D	O	0	999999	51
SST	Student Academic Status	D	O	10	1	52
SSE	Entry And Exit Information	D	O	0	1	53
N1	Party Identification	D	O	0	2	54
N3	Party Location	D	O	0	1	55
N4	Geographic Location	D	O	0	1	56
COM	Communication Contact Information	D	O	0	1	57
SUM	Academic Summary	D	O	0	5	58
MSG	Message Text	D	O	0	1	59
SES	Academic Session Header	D	O	20	1	60
CRS	Course Record	D	O	50	1	61
NTE	Note/Special Instruction	D	O	0	1	62
TST	Test Score Record	D	O	999999	1	63
SBT	Subtest	D	O	999999	1	64
SRE	Test Scores	D	O	0	3	65
NTE	Note/Special Instruction	D	O	0	2	66
PCL	Previous College	D	O	25	1	67
N3	Party Location	D	O	0	1	68
N4	Geographic Location	D	O	0	1	69
COM	Communication Contact Information	D	O	0	1	70
SSE	Entry And Exit Information	D	O	0	1	71
SUM	Academic Summary	D	O	0	1	72
MSG	Message Text	D	O	0	1	73
SES	Academic Session Header	D	O	1000	1	74
CRS	Course Record	D	O	50	1	75
NTE	Note/Special Instruction	D	O	0	1	76
DEG	Degree Record	D	O	10	1	77
SUM	Academic Summary	D	O	0	1	78
FOS	Field Of Study	D	O	0	30	79
NTE	Note/Special Instruction	D	O	0	30	80
LX	Transaction Set Line Number	D	O	1	1	81
MSG	Message Text	D	M	0	999999	82
LT	Letter Of Recommendation	D	O	15	1	83
DTP	Date Or Time Or Period	D	O	0	1	84
QTY	Quantity Information	D	O	0	1	85
COM	Communication Contact Information	D	O	0	5	86
N1	Party Identification	D	O	0	1	87
N3	Party Location	D	O	0	1	88
N4	Geographic Location	D	O	0	1	89
LTE	Letter Of Recommendation Evaluation	D	O	0	15	90
MSG	Message Text	D	O	0	999999	91
