id	description	section	req	max_loop	max_usage	pos
BGN	Beginning Segment	H	M	0	1	1
CUR	Currency	H	O	0	1	2
DTM	Date/Time Reference	H	O	0	999999	3
LCD	Place/Location Description	H	O	0	1	4
AMT	Monetary Amount Information	H	O	0	999999	5
N9	Extended Reference Information	H	O	0	999999	6
MTX	Text	H	O	0	999999	7
FA1	Type Of Financial Accounting Data	H	O	999999	1	8
FA2	Accounting Data	H	M	0	999999	9
AMT	Monetary Amount Information	H	O	999999	1	10
N9	Extended Reference Information	H	O	0	999999	11
N1	Party Identification	H	O	999999	1	12
N2	Additional Name Information	H	O	0	2	13
N3	Party Location	H	O	0	2	14
N4	Geographic Location	H	O	0	1	15
PER	Administrative Communications Contact	H	O	0	999999	16
REF	Reference Information	H	O	0	999999	17
DTM	Date/Time Reference	H	O	0	999999	18
LM	Code Source Information	H	O	999999	1	19
LQ	Industry Code Identification	H	M	0	999999	20
LIN	Item Identification	D	O	999999	1	21
ASI	Action Or Status Indicator	D	O	0	1	22
REF	Reference Information	D	O	0	999999	23
DTM	Date/Time Reference	D	O	0	999999	24
CUR	Currency	D	O	0	1	25
AMT	Monetary Amount Information	D	O	0	999999	26
PM	Electronic Funds Transfer Information	D	O	0	1	27
QTY	Quantity Information	D	O	0	1	28
MTX	Text	D	O	0	999999	29
FA1	Type Of Financial Accounting Data	D	O	999999	1	30
FA2	Accounting Data	D	M	0	999999	31
AMT	Monetary Amount Information	D	O	999999	1	32
N9	Extended Reference Information	D	O	0	999999	33
NM1	Individual Or Organizational Name	D	O	999999	1	34
N2	Additional Name Information	D	O	0	2	35
N3	Party Location	D	O	0	2	36
N4	Geographic Location	D	O	0	1	37
PER	Administrative Communications Contact	D	O	0	999999	38
REF	Reference Information	D	O	0	999999	39
DTM	Date/Time Reference	D	O	0	999999	40
LM	Code Source Information	D	O	999999	1	41
LQ	Industry Code Identification	D	M	0	999999	42
AWD	Amount With Description	S	O	999999	1	43
DTM	Date/Time Reference	S	O	0	999999	44
