id	definition
01	Patient was admitted to a hospital
02	Patient was bed confined before the ambulance service
03	Patient was bed confined after the ambulance service
04	Patient was moved by stretcher
05	Patient was unconscious or in shock
06	Patient was transported in an emergency situation
07	Patient had to be physically restrained
08	Patient had visible hemorrhaging
09	Ambulance service was medically necessary
10	Patient is ambulatory
11	Ambulation is Impaired and Walking Aid is Used for Therapy or Mobility
12	Patient is confined to a bed or chair
13	Patient is Confined to a Room or an Area Without Bathroom Facilities
14	Ambulation is Impaired and Walking Aid is Used for Mobility
15	Patient Condition Requires Positioning of the Body or Attachments Which Would Not be Feasible With the Use of an Ordinary Bed
16	Patient needs a trapeze bar to sit up due to respiratory condition or change body positions for other medical reasons
17	Patient's Ability to Breathe is Severely Impaired
18	Patient condition requires frequent and/or immediate changes in body positions
19	Patient can operate controls
1A	Patient is receiving anti-fungal therapy
1B	Property is occupied by owner
1C	Property is occupied by tenant
1D	Property is vacant
1E	Location is urban
1F	Location is suburban
1G	Location is rural
1H	Built-up over 75%
1I	Built-up 25 - 75%
1J	Built-up under 25%
1K	Growth rate is rapid
1L	Class I-Left
1M	Growth rate is stable
1N	Growth rate is slow
1O	Property values are increasing
1P	Property values are stable
1Q	Property values are declining
1R	Class I-Right
1S	Demand or supply is in shortage
1T	Demand or supply is in balance
1U	Demand or supply is over supply
1V	Marketing time is under 3 months
1W	Marketing time is 3 to 6 months
1X	Marketing time is over 6 months
1Y	Predominant occupancy is the owner
1Z	Predominant occupancy is the tenant
20	Siderails Are to be Attached to a Hospital Bed Owned by the Beneficiary
21	Patient owns equipment
22	Mattress or Siderails are Being Used with Prescribed Medically Necessary Hospital Bed Owned by the Beneficiary
23	Patient Needs Lift to Get In or Out of Bed or to Assist in Transfer from Bed to Wheelchair
24	Patient has an orthopedic impairment requiring traction equipment which prevents ambulation during period of use
25	Item has been prescribed as part of a planned regimen of treatment in patient home
26	Patient is highly susceptible to decubitus ulcers
27	Patient or a care-giver has been instructed in use of equipment
