id	definition
001	Cancel After
002	Delivery Requested
003	Invoice
004	Purchase Order
005	Sailing
006	Sold
007	Effective
008	Purchase Order Received
009	Process
010	Requested Ship
011	Shipped
012	Terms Discount Due
013	Terms Net Due
014	Deferred Payment
015	Promotion Start
016	Promotion End
017	Estimated Delivery
018	Available
019	Unloaded
020	Check
021	Charge Back
022	Freight Bill
023	Promotion Order - Start
024	Promotion Order - End
025	Promotion Ship - Start
026	Promotion Ship - End
027	Promotion Requested Delivery - Start
028	Promotion Requested Delivery - End
029	Promotion Performance - Start
030	Promotion Performance - End
031	Promotion Invoice Performance - Start
032	Promotion Invoice Performance - End
033	Promotion Floor Stock Protect - Start
034	Promotion Floor Stock Protect - End
035	Delivered
036	Expiration
037	Ship Not Before
038	Ship No Later
039	Ship Week of
040	Status (After and Including)
041	Status (Prior and Including)
042	Superseded
043	Publication
044	Settlement Date as Specified by the Originator
045	Endorsement Date
046	Field Failure
047	Functional Test
048	System Test
049	Prototype Test
050	Received
051	Cumulative Quantity Start
052	Cumulative Quantity End
053	Buyers Local
054	Sellers Local
055	Confirmed
056	Estimated Port of Entry
057	Actual Port of Entry
058	Customs Clearance
059	Inland Ship
060	Engineering Change Level
061	Cancel if Not Delivered by
062	Blueprint
063	Do Not Deliver After
064	Do Not Deliver Before
065	1st Schedule Delivery
066	1st Schedule Ship
067	Current Schedule Delivery
068	Current Schedule Ship
069	Promised for Delivery
070	Scheduled for Delivery (After and Including)
071	Requested for Delivery (After and Including)
072	Promised for Delivery (After and Including)
073	Scheduled for Delivery (Prior to and Including)
074	Requested for Delivery (Prior to and Including)
075	Promised for Delivery (Prior to and Including)
076	Scheduled for Delivery (Week of)
077	Requested for Delivery (Week of)
078	Promised for Delivery (Week of)
079	Promised for Shipment
080	Scheduled for Shipment (After and Including)
081	Requested for Shipment (After and Including)
082	Promised for Shipment (After and Including)
083	Scheduled for Shipment (Prior to and Including)
084	Requested for Shipment (Prior to and Including)
085	Promised for Shipment (Prior to and Including)
086	Scheduled for Shipment (Week of)
087	Requested for Shipment (Week of)
088	Promised for Shipment (Week of)
089	Inquiry
090	Report Start
091	Report End
092	Contract Effective
093	Contract Expiration
094	Manufacture
095	Bill of Lading
096	Discharge
097	Transaction Creation
098	Bid (Effective)
099	Bid Open (Date Bids Will Be Opened)
100	No Shipping Schedule Established as of
101	No Production Schedule Established as of
102	Issue
103	Award
104	System Survey
105	Quality Rating
106	Required By
107	Deposit
108	Postmark
109	Received at Lockbox
110	Originally Scheduled Ship
111	Manifest/Ship Notice
112	Buyers Dock
113	Sample Required
114	Tooling Required
115	Sample Available
116	Scheduled Interchange Delivery
118	Requested Pick-up
119	Test Performed
120	Control Plan
121	Feasibility Sign Off
122	Failure Mode Effective
124	Group Contract Effective
125	Group Contract Expiration
126	Wholesale Contract Effective
127	Wholesale Contract Expiration
128	Replacement Effective
129	Customer Contract Effective
130	Customer Contract Expiration
131	Item Contract Effective
132	Item Contract Expiration
133	Accounts Receivable - Statement Date
134	Ready for Inspection
135	Booking
136	Technical Rating
137	Delivery Rating
138	Commercial Rating
139	Estimated
140	Actual
141	Assigned
142	Loss
143	Due Date of First Payment to Principal and Interest
144	Estimated Acceptance
145	Opening Date
146	Closing Date
147	Due Date Last Complete Installment Paid
148	Date of Local Office Approval of Conveyance of Damaged Real Estate Property
149	Date Deed Filed for Record
150	Service Period Start
151	Service Period End
152	Effective Date of Change
153	Service Interruption
154	Adjustment Period Start
155	Adjustment Period End
156	Allotment Period Start
157	Test Period Start
158	Test Period Ending
159	Bid Price Exception
160	Samples to be Returned By
161	Loaded on Vessel
162	Pending Archive
163	Actual Archive
164	First Issue
165	Final Issue
166	Message
167	Most Recent Revision (or Initial Version)
168	Release
169	Product Availability Date
170	Supplemental Issue
171	Revision
172	Correction
173	Week Ending
174	Month Ending
175	Cancel if not shipped by
176	Expedited on
177	Cancellation
178	Hold (as of)
179	Hold as Stock (as of)
180	No Promise (as of)
181	Stop Work (as of)
182	Will Advise (as of)
183	Connection
184	Inventory
185	Vessel Registry
186	Invoice Period Start
187	Invoice Period End
188	Credit Advice
189	Debit Advice
190	Released to Vessel
191	Material Specification
192	Delivery Ticket
193	Period Start
194	Period End
195	Contract Re-Open
196	Start
197	End
198	Completion
199	Seal
200	Assembly Start
201	Acceptance
202	Master Lease Agreement
203	First Produced
204	Official Rail Car Interchange (Either Actual or Agreed Upon)
205	Transmitted
206	Status (Outside Processor)
207	Status (Commercial)
208	Lot Number Expiration
209	Contract Performance Start
210	Contract Performance Delivery
211	Service Requested
212	Returned to Customer
213	Adjustment to Bill Dated
214	Date of Repair/Service
215	Interruption Start
216	Interruption End
217	Spud
218	Initial Completion
219	Plugged and Abandoned
220	Penalty
221	Penalty Begin
222	Birth
223	Birth Certificate
224	Adoption
225	Christening
226	Lease Commencement
227	Lease Term Start
228	Lease Term End
229	Rent Start
230	Installation
231	Progress Payment
232	Claim Statement Period Start
233	Claim Statement Period End
234	Settlement Date
235	Delayed Billing (Not Delayed Payment)
236	Lender Credit Check
237	Student Signed
238	Schedule Release
239	Baseline
240	Baseline Start
241	Baseline Complete
242	Actual Start
243	Actual Complete
244	Estimated Start
245	Estimated Completion
246	Start no earlier than
247	Start no later than
248	Finish no later than
249	Finish no earlier than
250	Mandatory (or Target) Start
251	Mandatory (or Target) Finish
252	Early Start
253	Early Finish
254	Late Start
255	Late Finish
256	Scheduled Start
257	Scheduled Finish
258	Original Early Start
259	Original Early Finish
260	Rest Day
261	Rest Start
262	Rest Finish
263	Holiday
264	Holiday Start
265	Holiday Finish
266	Base
267	Timenow
268	End Date of Support
269	Date Account Matures
270	Date Filed
271	Penalty End
272	Exit Plant Date
273	Latest On Board Carrier Date
274	Requested Departure Date
275	Approved
276	Contract Start
277	Contract Definition
278	Last Item Delivery
279	Contract Completion
280	Date Course of Orthodontics Treatment Began or is Expected to Begin
281	Over Target Baseline Month
282	Previous Report
283	Funds Appropriation - Start
284	Funds Appropriation - End
285	Employment or Hire
286	Retirement
287	Medicare
288	Consolidated Omnibus Budget Reconciliation Act (COBRA)
289	Premium Paid to Date
290	Coordination of Benefits
291	Plan
292	Benefit
293	Education
294	Earnings Effective Date
295	Primary Care Provider
296	Return to Work
297	Date Last Worked
298	Latest Absence
299	Illness
300	Enrollment Signature Date
301	Consolidated Omnibus Budget Reconciliation Act (COBRA) Qualifying Event
302	Maintenance
303	Maintenance Effective
304	Latest Visit or Consultation
305	Net Credit Service Date
306	Adjustment Effective Date
307	Eligibility
308	Pre-Award Survey
309	Plan Termination
310	Date of Closing
311	Latest Receiving Date/Cutoff Date
312	Salary Deferral
313	Cycle
314	Disability
315	Offset
316	Prior Incorrect Date of Birth
317	Corrected Date of Birth
318	Added
319	Failed
320	Date Foreclosure Proceedings Instituted
321	Purchased
322	Put into Service
323	Replaced
324	Returned
325	Disbursement Date
326	Guarantee Date
327	Quarter Ending
328	Changed
329	Terminated
330	Referral Date
331	Evaluation Date
332	Placement Date
333	Individual Education Plan (IEP)
334	Re-evaluation Date
335	Dismissal Date
336	Employment Begin
337	Employment End
338	Medicare Begin
339	Medicare End
340	Consolidated Omnibus Budget Reconciliation Act (COBRA) Begin
341	Consolidated Omnibus Budget Reconciliation Act (COBRA) End
342	Premium Paid to Date Begin
343	Premium Paid to Date End
344	Coordination of Benefits Begin
345	Coordination of Benefits End
346	Plan Begin
347	Plan End
348	Benefit Begin
349	Benefit End
350	Education Begin
351	Education End
352	Primary Care Provider Begin
353	Primary Care Provider End
354	Illness Begin
355	Illness End
356	Eligibility Begin
357	Eligibility End
358	Cycle Begin
359	Cycle End
360	Disability Begin
361	Disability End
362	Offset Begin
363	Offset End
364	Plan Period Election Begin
365	Plan Period Election End
366	Plan Period Election
367	Due to Customer
368	Submittal
369	Estimated Departure Date
370	Actual Departure Date
371	Estimated Arrival Date
372	Actual Arrival Date
373	Order Start
374	Order End
375	Delivery Start
376	Delivery End
377	Contract Costs Through
378	Financial Information Submission
379	Business Termination
380	Applicant Signed
381	Cosigner Signed
382	Enrollment
383	Adjusted Hire
384	Credited Service
385	Credited Service Begin
386	Credited Service End
387	Deferred Distribution
388	Payment Commencement
389	Payroll Period
390	Payroll Period Begin
391	Payroll Period End
392	Plan Entry
393	Plan Participation Suspension
394	Rehire
395	Retermination
396	Termination
397	Valuation
398	Vesting Service
399	Vesting Service Begin
400	Vesting Service End
401	Duplicate Bill
402	Adjustment Promised
403	Adjustment Processed
404	Year Ending
405	Production
406	Material Classification
408	Weighed
409	Date of Deed in Lieu
410	Date of Firm Commitment
411	Expiration Date of Extension to Foreclose
412	Date of Notice to Convey
413	Date of Release of Bankruptcy
414	Optimistic Early Start
415	Optimistic Early Finish
416	Optimistic Late Start
417	Optimistic Late Finish
418	Most Likely Early Start
419	Most Likely Early Finish
420	Most Likely Late Start
421	Most Likely Late Finish
422	Pessimistic Early Start
423	Pessimistic Early Finish
424	Pessimistic Late Start
425	Pessimistic Late Finish
426	First Payment Due
427	First Interest Payment Due
428	Subsequent Interest Payment Due
429	Irregular Interest Payment Due
430	Guarantor Received
431	Onset of Current Symptoms or Illness
432	Submission
433	Removed
434	Statement
435	Admission
436	Insurance Card
437	Spouse Retirement
438	Onset of Similar Symptoms or Illness
439	Accident
440	Release of Information
441	Prior Placement
442	Date of Death
443	Peer Review Organization (PRO) Approved Stay
444	First Visit or Consultation
445	Initial Placement
446	Replacement
447	Occurrence
448	Occurrence Span
449	Occurrence Span From
450	Occurrence Span To
451	Initial Fee Due
452	Appliance Placement
453	Acute Manifestation of a Chronic Condition
454	Initial Treatment
455	Last X-Ray
456	Surgery
457	Continuous Passive Motion (CPM)
458	Certification
459	Nursing Home From
460	Nursing Home To
461	Last Certification
462	Date of Local Office Approval of Conveyance of Occupied Real Estate Property
463	Begin Therapy
464	Oxygen Therapy From
465	Oxygen Therapy To
466	Oxygen Therapy
467	Signature
468	Prescription Fill
469	Provider Signature
470	Date of Local Office Certification of Conveyance of Damaged Real Estate Property
471	Prescription
472	Service
473	Medicaid Begin
474	Medicaid End
475	Medicaid
476	Peer Review Organization (PRO) Approved Stay From
477	Peer Review Organization (PRO) Approved Stay To
478	Prescription From
479	Prescription To
480	Arterial Blood Gas Test
481	Oxygen Saturation Test
482	Pregnancy Begin
483	Pregnancy End
484	Last Menstrual Period
485	Injury Begin
486	Injury End
487	Nursing Home
488	Collateral Dependent
489	Collateral Dependent Begin
