id	definition
01	Combination Forms
02	Test Kits
03	Contraceptive Devices
04	Devices
05	Patch or Disc
06	Chewable (candy) Bar
07	Dosepak
10	Tablet
11	Enteric Coated Tablet
12	Sustained Release Tablet
13	Buccal or Sublingual Tablet
14	Chewable Tablet
15	Soluble Tablet
16	Tablet Unspecified
20	Capsule
21	Sustained Release Capsule
22	Capsule Unspecified
23	Tablet 21 Day Supply
24	Tablet 28 Day Supply
25	Enteric Coated Capsule
30	Lozenge or Troche
31	Internal Powder
32	Chewing Gum
33	Granules
34	Swabs
40	Injection
41	Sustained Release Injection
42	Injectable Unspecified
43	Injectable Lyophilized Powder
50	Opthalmic
51	Opthalmic Liquid
52	Opthalmic or Otic
53	Ophthalmic Liquid (Compliance Cap)
60	Elixir
61	Suspension
62	Syrup
63	Solution
64	Emulsion
65	Drops
66	Pediatric Liquid
67	Liquid
68	Oral, Liquid and Sustained Release
69	Rectal Cream or Ointment
70	Rectal Suppository
71	Vaginal Suppository
72	Vaginal Tablet
73	Vaginal Cream
74	Vaginal Foam
75	Urethral Suppository
76	Enema
77	Douche
78	Vaginal Ointment
79	Contraceptive Sponge
80	External Ointment
81	External Cream
82	Dental Product
83	Aerosol Powder
84	Aerosol Spray
85	External Liquid
86	External Powder
87	Dental Mouth Rinse
88	Inhalant (Refill Canister Only)
89	External Powder
90	Irrigant
91	Gargle
92	Throat Spray and Swabs
93	Nasal
94	Inhalant
95	Otic
96	Soap
97	Stick
98	Dressing or Bandage
99	Miscellaneous Unspecified
