id	definition
002	Renewal
003	Account Number Correction Charge
004	Dividend
005	Activation of Carnet
006	Overpayment
007	Suspense
008	Balance Forward
009	Dividend Interest
010	Add on - Destination
011	Loan Interest
012	Premium Waiver
015	Add on - Origin
016	Dividend Adjustment
017	Interest
020	Address Correction
025	Advance Destination Amount
026	Integrated Business Services (IBS) Service Charge
027	Special Packaging
028	Box Liners
029	Product Personalization
030	Advance Destination Fee
031	Tape Charges
032	Subject to Tax
035	Advance Origin Amount
040	Advance Origin Fee
045	Advance Fee
050	Agent Disbursement - Destination
055	Agent Disbursement Fee - Destination
060	Agent Disbursement - Origin
065	Agent Disbursement Fee - Origin
070	Air Export Certificate
075	Air Express Charge
080	Air Transportation Charge
085	Airline Opening Fee
090	Airport Tax - Destination
095	Airport Tax - Origin
100	Airport Terminal Handling Charge
105	Acknowledgement of Delivery Fee (AOD)
110	Amending Export Documentation
115	Assembly Fee
120	Banking Drafts
135	Cables (sending of)
140	Call Tag
145	Canadian C.Q.Customs Clearance
150	Canadian Currency Exchange
155	Canadian Import Termination Fee
160	Canadian Reconsignment Fee
165	Canadian Remanifest Fee
170	Certificate of Origin
175	Certificate of Registration
180	Chamber of Commerce Service Charge
185	Change of Airbill - Service Fee
186	Chemical Milling Charge
190	City Terminal Charge
205	Collect Surcharge
210	Constant Surveillance Service
215	Consular Legalization Service
220	Consularization Fee
225	Constant Surveillance Service - Armed
230	Credit
235	Customer Account Identification
240	Customs Broker Fee
245	Customs Invoice
250	Customs Invoice - Additional Page
255	Data/Drawing Charge
260	Delivery Surcharge
265	Development Charge
270	Discount - Drop Box/Convenience Ctr.
275	Discount - Incentive
280	Discount - Multiple Shipment
285	Discount - Service Option (Delivery)
290	Discount - Service Option (Pickup)
295	Discount - Special
297	Contingency Credit Charge
300	Distribution Fee
310	Dry Ice
315	Duty Charge
320	Endorsement Fee
325	Eur1 Presentation Fee
335	Excise Tax - Destination
340	Excise Tax - Origin
345	Expedited One Day Consular Service
350	Expedited Shipments
355	Extra Copies and Mailings
360	Export Customs Clearance
365	Export Declarations - Automated
370	Export Declarations - U.S. Shippers
375	Export License Application
380	Extra Service - Counter-to-Counter
385	Facsimile Charges
390	Facsimile Charges - Additional Pages
392	Failed Lamp Panel Charge
393	First Article Charge
395	Free Domicile Shipment Processing
400	Freight
405	Fuel Surcharge
410	Government Warehouse Fee - Destination
415	Government Warehouse Fee - Origin
416	Grain Flow Charge
420	Hazardous Materials Handling Fee - Domestic
425	Hazardous Materials Handling Fee - International
426	Heat Treat Charge
430	IATA Airbill Preparation
435	IATA Fee
440	Import Service Fee
445	Insurance Fee
450	Inland Transportation
455	Insurance Premium
460	International Door-to-Door Handling Fee
462	Incorrect Billing Account Charge
465	Italian Release Charge
470	Letter of Credit Processing
475	Mailing - Postage Cost
480	Mailing - Service Fee
485	Messenger Service
490	Minimum Air Transportation Charge
495	Miscellaneous - Destination
500	Miscellaneous - Origin
505	Missing Account NBR Charge
510	Offshore - Alaska/Hawaii
515	On Hand Service
520	Oversized Premium
525	Passing Shippers Export Entry
535	Pickup - Out of Area
540	Pickup Surcharge
545	Pre-Positioned Inventory Service
550	Preparation of Air Waybill - Origin
555	Preparation of Canadian Customs Invoice
560	Preparation of Commercial Invoice
565	Preparation of Export Entry
570	Preparation of Insurance Certificate
580	Priority Service
585	Preparation of U.S. Export Documentation
586	Processing Charge
590	Rebilled Drayage - Destination
593	Re-Bill Charge
595	Proforma Invoice
600	Recipient Address Correction
605	Rebilled Drayage - Origin
610	Record/Filing
615	Recovery Fee
620	Recrating/Recoopering - Destination
625	Recrating/Recoopering - Origin
635	Registration of Export Shipments
640	Registration of Export for Reentry
641	Reliability Charge
645	Restricted Article Fee
650	Repickup
665	Saturday Delivery
670	Saturday Pick-Up
675	Security Signature Service
680	Service Upgrade
685	Special Delivery
690	Special Handling Service
695	Special Pickup
696	Special Test Equipment Charge
697	Special Tooling Charge
700	Special Vehicle Rent
705	Stamp Fee
706	Straightening Charge
720	Telephone - Destination
725	Telephone - Origin
730	Terminal Service Fee
731	Test/Qualification Charge
732	Tooling Rework Charge
735	Tracing Inbound Via Other Carriers
736	Tracing Service Fee
740	Transfer of Lading Charge
745	Valuation Fee
750	Value Added Tax (VAT)
760	Waybill and Invoice Distribution
761	Written Proof of Delivery
762	X-ray Charge
999	Other (See related description)
AAA	Advertising Allowance
AAJ	Adjustments
AAM	Additional Material
AAN	Allowance Non-performance
AAO	Allowance Advance
AAS	Attendants Accompanying
AAT	Handling Charge Tax
ABC	Alcoholic Beverage Report Charge
ABL	Attachments to Bill of Lading Charge
ACD	Allegheny County, PA Delivery Charge
ACF	Access Charge - Federal
ACH	Access Charges
ACL	Actual Labor Charge
ACS	Access Charge - State
ADH	Advance Charges Handling
ADL	Advance Loading Charge
ADV	Advances
AFB	Additional Copies of Freight Bill
AFC	Collect on Delivery Alteration Charge
AGS	Armed Guard Service
AIB	Additional Injection/Blending Service Charge
AIC	Air Freight - Consolidation
AIR	Air Freight
ALC	Advance Lading Charge
ALP	Use of Alternate Port
AMB	Adjustment for Maximum Charges Billing
AMC	Absolute Minimum Charge
AMP	Adjustment for Minimum Average Time Requirement Billing
ANB	Adjustment for Minimum Charges Billing
ANC	Anchoring and Unanchoring
ANS	Anodizing Charge
APL	Appliance Servicing
APT	Appointment (Notification)
ARB	Arbitrary (In Addition to Through Rates and Charges)
ARC	Air Conditioning Disconnect and Connect
ARG	Rail Armed Guard Service
