id	definition
001	Death of Principal Mortgagor
002	Illness of Principal Mortgagor
003	Illness of Mortgagor's Family Member
004	Death of Mortgagor's Family Member
005	Marital Difficulties
006	Curtailment of Income
007	Excessive Obligations - Same Income, Including Habitual Nonpayment of Debts
008	Abandonment of Property
009	Distant Employment Transfer
010	Neighborhood Problem
011	Property Problem
012	Inability to Sell Property
013	Inability to Rent Property
014	Military Service
015	Default Detail
016	Unemployment
017	Business Failure
018	Bankruptcy
019	Casualty Loss
020	Moved - Vacated
021	Dissatisfied with Property
022	Energy-Environment Cost
023	Servicing Problems
024	Auto Repairs
025	Extended Reasons
026	Payment Adjustment
027	Payment Dispute
028	Due on Transfer
029	Transfer of Ownership Pending
030	Fraud
031	Unable to Contact Borrower
035	Borrower Action
036	Automatic Conversion
037	Lender Approval Required
038	Lender Approval Not Required
039	Owner-occupied Loan Outstanding
040	Loan Reached Maturity
041	Triggered by Interest Increase
042	Specified Time Period Completed
043	Transfer Without Written Notice
044	Triggered by Payment Increase
045	Facility Added
046	Facility Changed
047	Location Added
048	Location Changed
049	Merchandise Damaged or Destroyed
050	Internal Systems Problems
051	Vendor-Supplied Carrier Delay
052	Import Container Delay
053	Notice of Term Enrollment
054	Term Grade Report
055	Change of Venue Granted
056	Removed to Federal Court
057	Foreclosure Completed
058	Servicing Rights Transferred to Non-member
059	Investor is Pulling Servicing as a Result of Default
060	Servicer Pulling Servicing from Sub-Servicer as a Result of Default
061	Consolidation, Extension, Modification (CEM)
062	Renewal and Extension
063	Reinstatement - Loan Not Reassigned to Mortgage Electronic Registration System (MERS)
064	Member Resignation or Expulsion
A01	Missed Delivery
A02	Release Signature or Release Number
A03	Incorrect Address
A04	Indirect Delivery
A05	Unable To Locate
A06	Address Corrected - Delivery Attempt
A07	Refused by Consignee
A08	Not In On Delivery Completed
A09	Damaged - Delivery Completed
A10	Damaged - Delivery Not Completed
A11	Business Closed
A12	Package Sorted To Wrong Route
A13	Other
A14	Returned to Shipper
A15	Business On Strike
A16	Payment Received
A17	Customer Requested Future Delivery
A18	Missort
A19	Restricted Articles Incompatible
A20	Restricted Articles Unacceptable
A21	Bulk Plane
A22	Package Missed Inbound Plane At Origin Station
A23	Customer Dropped Off Package After Aircraft Depart
A24	Accident
A25	Package Received At Destination Station Without Airbill
A26	Consignee Related
A27	Driver Related
A28	Package Missorted During Aircraft Unload
A29	Hold Changed To Delivery Package
A30	Mechanical Breakdown
A31	Arrived In Station After Courier Dispatch
A32	Aircraft Arrived Late In Hub
A33	Other Carrier-Related
A34	Package Shipped From Overgoods
A36	Holding In Overgoods
A37	Damaged Rewrapped In Hub
A38	Detached Airbill
A39	Previous Stop
A40	Shipper Related
A41	Standard Air Package
A42	Holiday - Closed
A43	Weather or Natural Disaster Related
A45	Delivery Not Completed
A46	Recipient Unavailable -- Delivery Delayed
A49	ODA/Cartage Agent
