id	definition
0	Document Identification Code
1	Free On Board Site Code
2	Type of Business Code
3	Kind of Contract Code
4	Type of Contract Code
5	Criticality Designator Code
6	Special Contract Provision Code
7	Quality Assurance Site Code
8	Acceptance Site Code
9	Indicator Code
A	American Society for Testing and Materials (ASTM)
B	Bank Administration Institute (BAI)
C	Canadian Inter*EDI
D	Court Document Type Code
E	Diagnostic and Statistical Manual of Mental Disorders (DSM)
F	Financial Rating
G	Risk Class
H	Life/Annuity Status Codes
I	Identifying Characteristics
J	Trade Code
K	Property Underwriting Condition Code
L	Line Item Condition Code
M	Policy Type Code
N	Valuation Type Code
O	Source of Loss Code
P	Ceiling Type Code
Q	Surface Descriptor Code
R	Coverage Modifier
S	Society for Worldwide Interbank Financial Telecommunications (SWIFT)
T	Personal Property and Contents Code
U	Residential and Commercial Room Code
V	Violation Type Code List
W	Court Issued Warrant Type Code
X	Vehicle Class
Y	Rental Charge
Z	Cancellation Reason
10	Transaction Status Indicator Code
11	Contract Delivery Date Revision Agent Code
12	Reason for Contract Delivery Date Revision Code
13	Recommendations Regarding Delayed Deliveries Code
14	Contract Shipment Advice Code
16	Cash Discount Stipulation Code
17	Shipment Acceptance Discrepancy Explanation Code
19	Contract Close-out Group Code
20	Payment Type Code
21	Contract Fund Reporting Transaction Code
22	Contract Payment Deduction or Collection Code
23	Obligation Variance Code
24	Plus or Minus Indicator Code
25	Reason for Delayed Closing of Contract File Code
26	Contract Payment Line Item Status Code
27	Special Reimbursable Provisions Code
28	Kind of Modification Code
29	Purchasing Contract Officer (PCO) Instructions Code
30	Type of Delay Code
32	Container and Roll-on/Roll-off Number Code
33	Air Commodity and Special Handling Code
34	Water Commodity and Special Handling Code
35	Air Dimension Code
36	Air Terminal Identifier Code
37	Water Terminal Identifier Code
38	Consolidation and Containerization Point Code
39	Transportation Mode or Method Code
40	Type Pack Code
41	Date Shipped or Received Code
42	Estimated Time of Arrival Code
43	Military and Civilian Grade Code
44	Seavan Ownership Code
45	Ocean Carrier Code
46	Voyage Document Number Code
47	Voyage Manifest Reference Code
48	Vessel Status and Terms of Carriage Code
49	Vessel Sustaining Code
52	Billing Advice Code
53	Billing Status Code
54	Type of Bill Code
55	Recipient of Billing Status Code
56	Sales Price Condition Code
57	Delivery Source Code
58	Transportation Bill Code
59	Stock Fund or Non-stock Fund Code
60	General Services Administration (GSA) Customer Supply Center Number Code
61	Information Indicator Code
62	Communications Routing Identifier Code
63	Content Indicator Code
66	Suffix or Limit Code
67	Type of Assistance Code
69	Foreign Military Sales Country Code
71	Service and Agency Code
74	Demand Code
